,index,tweet_id,tweet_content
13,2737,1289024800082538497,"Medical Experts Say We Need a Second Shutdown to Control COVID-19 Over 150 medical experts signed an open letter advising government officials to implement a second shut down. They say we need to shut down in order…

(Feed generated with FetchRSS)"
14,2738,1289024798778064896,"New Research Finds Kids Just as Likely as Adults to Spread COVID-19 As the debate to reopen schools continues, new research shows that children can spread COVID-19 as easily as adults.

(Feed generated with FetchRSS)"
15,2753,1287107206052294657,"Can You Have a Second Wave of COVID-19 If the First Never Ended? Many Americans wonder what the coming months of the pandemic will look like in states where case rates are currently high, as well as states where the…

(Feed generated with FetchRSS)"
16,2754,1287107201346265090,"How Businesses Requiring Masks Protects Workers and You from COVID-19 A growing number of businesses are putting policies into place requiring the use of face masks. Here’s how that will help us reduce the spread of…

(Feed generated with FetchRSS)"
17,2771,1284042020609236992,"Fauci Warns About ‘Post-Viral’ Syndrome After COVID-19 Dr. Anthony Fauci, Director of the National Institute of Allergy and Infectious Diseases and member of the White House Coronavirus Task Force…

(Feed generated with FetchRSS)"
18,2776,1283619176939126785,"Smoking Puts 1 in 3 Young Adults at High Risk for Severe COVID-19 New research looked at the health data of people between the ages of 18 and 25 and found that 32 percent of young adults are susceptible to…

(Feed generated with FetchRSS)"
19,2816,1293805040763895809,"Taste bud cells might not be a target of SARS-CoV-2: An early symptom among some COVID-19 patients is the loss of the sense of smell and/or taste, which led to the suspicion SARS-CoV-2 could be targeting taste buds. But initial data from mice suggest that might not be the ca…"
21,2817,1292944851445485568,"Research Shows Exposure to Common Cold Coronaviruses Can Teach the Immune System to Recognize SARS-CoV-2

Researchers caution: It is too soon to say whether pre-existing immune cell memory affects COVID-19 clinical outcomes. Your immune system's ""memory"" T cells keep track (1/2)"
22,2817,1290755971287937024,Exposure to common cold coronaviruses can teach the immune system to recognize SARS-CoV-2 – Medical Xpress
23,2818,1290557398130851842,The six strains of SARS-CoV-2
24,2822,1284396836367851527,Vaccine additives can enhance immune flexibility -- Implications for flu and SARS-CoV-2
25,2823,1283990272674856960,"Obesity and metabolic syndrome are risk factors for severe influenza, COVID-19: Metabolic syndrome increases the…"
26,2824,1283672029032599555,Common FDA-approved drug may effectively neutralize virus that causes COVID-19
27,2832,1300441098884657154,The Antiviral used to treat cat coronavirus also works against SARS-CoV-2 #health
28,2832,1299209996010500096,Antiviral used to treat cat coronavirus also works against SARS-CoV-2
30,2837,1296483288849293313,"Researchers show children are silent spreaders of virus that causes COVID-19. The infected children were shown to have a significantly higher level of virus in their airways than hospitalized adults in ICUs for COVID-19 treatment.

#COVID19 
#COVID19Lessons"
31,2837,1296435073496109062,Researchers show children are silent spreaders of virus that causes COVID-19. The infected children were shown to have a significantly higher level of virus in their airways than hospitalized adults in ICUs for COVID-19 treatment.
32,2842,1293261490368262145,"Malaria discovery could expedite antiviral treatment for COVID-19
New research into malaria suggests targeting enzymes from the human host, rather than from the pathogen itself, could offer effective treatment for a range of infectious diseases, including COVID-19."
33,2847,1289060525687676934,Re-engineering antibodies for COVID-19
34,2850,1289107889961959424,Rapid test for the determination of antibodies against Sars-Cov-2
35,2858,1285850400474759169,"Coronavirus antibodies fall dramatically in first 3 months after mild cases of COVID-19 according to new UCLA study. Decreasing by roughly half every 73 days. If sustained at that rate, the antibodies would disappear within about a year"
36,2860,1284768945392754688,Type 1 interferon deficiency: Biomarker of patients at risk of severe COVID-19  The two GOP senators both made the same blunder. Joey Ryan #HankHill
37,2860,1284759207779205120,Type 1 interferon deficiency: Biomarker of patients at risk of severe COVID-19
38,2865,1282222505672024064,Why lopinavir and hydroxychloroquine do not work on COVID-19
39,2865,1282060431385919488,Study explains why lopinavir and hydroxychloroquine do not work on Covid-19: Results clearly indicate that drug metabolism enzymes (cytochrome P450 3A) are inhibited by systemic inflammation
40,2871,1297189289747513344,Blood clots and lung injuries found in patients who have died of COVID-19!  Fujaira Prince Ziyech
41,2871,1297019670709575680,"Blood clots and lung injuries found in patients who have died of COVID-19- According to the scientists, in people with severe Covid-19, one of most abundant cytokines released is called TNF #VWFC #tfclive"
42,2875,1286571130266894336,"Lung ultrasound shows duration, severity of coronavirus disease (COVID-19)"
43,2909,1291736891918884866,"$COCP  💯 NEW ANTIVIRALS 
THAT KILL  SARS-COV-2
HOW MANY BILLIONS IN MKT CAP IS THIS WORTH?
@$20= $1B MKT CAP* @$40=$2B @$100=$5B 

 #CORONAVIRUS #COVID19 #COMPOUND6E"
44,2926,1291019363726708736,"1/
Neurological complications of COVID-19 have been described. What findings are common on imaging? What are the associated frequencies?

What is the most common neuroimaging finding in adult patients hospitalized with COVID-19?"
45,2940,1281847813878566912,COVID-19: How do we explain 'happy' hypoxemia? #coronavirus
46,2948,1279402748438593538,“MMR vaccine could prevent worst symptoms of COVID-19.” Y’all ready for the onslaught of adult-onset autism claims?! #youhearditherefirst #vaccinate #vaccinateyourkids
47,2990,1282721768134840320,"COVID-19 testing sites in Rochester to converge on July 13, 2020"
48,2992,1295669455880704002,"$CLX Clorox and Cleveland Clinic Release Guide to Help People Stay Safer at Home During COVID-19
From our Stock News Alerts App"
49,3008,1298749761042997248,"CDC advises store employees not to argue with anti maskers. 
#OnlyInAmerica"
50,3060,1297915229423071232,via @nprnews: FDA Authorizes Convalescent Plasma As Emergency Treatment For COVID-19
