,index,tweet_id,tweet_content
13,100166,1275064191343161345,"Can people wear masks while exercising? They CAN but they SHOULD NOT.

The WHO says ""Sweat can make the mask become wet more quickly which makes it difficult to breathe and promotes the growth of microorganisms."" Read more here: https://t.co/5Cv1p8Bz9m

#MedicalMythMonday #Masks https://t.co/BZ37gfpokl"
14,100166,1274486159910080513,"Can people wear masks while exercising during #COVID19?
People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.
.
#facemask #sanitizer #clean #COVID19 #CoronaVirusUpdate #Coronavirus #corona #lockdown #Pandemics #QuarentineLife https://t.co/fbuDgvPNVA"
15,100166,1274397804102901762,"Can people wear masks while exercising?
People should NOT wear masks when exercising as sweat may reduce the ability to breathe comfortably. https://t.co/NSgSk21hey"
18,100166,1274347437973356544,"Can people wear masks while exercising?
People should NOT wear masks when exercising as sweat may reduce the ability to breathe comfortably. https://t.co/kSIyTZ4lvS
#healthtips 
#coronavirus 
Report: @WHO 
@IPR_Odisha 
@HFWOdisha 
#facemask https://t.co/fxnzTarT3i"
19,100166,1274319687208361986,"Can people wear masks while exercising?
People should NOT wear masks when exercising as sweat may reduce the ability to breathe comfortably. https://t.co/wO2UOjY9bE"
20,100166,1274258184480468992,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.

🌐 https://t.co/IRqHHKIH5n

#coronavirus #COVID19 https://t.co/6fUVB1vnG7"
21,100166,1274243084843393024,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.

🌐 https://t.co/xImYqG3PDz

#coronavirus #COVID19 https://t.co/Bx0gybTdWF"
22,100166,1274123853715968002,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. (منظمة الصحة العالمية) https://t.co/BtD8E6adrr"
23,100166,1273916968316178433,"Q: Can people wear masks 😷 while exercising during #COVID19?

A: People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.

The important preventive measure during exercise is to maintain #PhysicalDistancing

👉 https://t.co/bQKDMztq4h https://t.co/j6lAa8w5LH"
24,100166,1273898662482116608,"Reposted from @who Can people wear masks while exercising during #COVID19?⠀
⠀
People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.⠀
⠀
#coronavirus #knowthefacts https://t.co/klKGT6ooC4"
25,100166,1273640564450373633,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.

who https://t.co/Y4Ba3byIok"
26,100166,1273599290263212034,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.

Sumber : https://t.co/e6oAKzGkun https://t.co/4ZAdYiKAiR https://t.co/o5XD4JvKwj"
27,100166,1273585478961229824,"Can people wear masks while exercising during COVID-19?
People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.

#masks #nomasksonexercising #corona #covi19 #arcadiaprojects https://t.co/NY98r5HJs6"
28,100166,1273561247133437954,"Dear APRN Friends,

During this pandemic we have to maintain our phisical by doing regular exercise but can people wear masks while exercising? 

People should NOT wear masks when exercising as masks may reduce the… https://t.co/UVINA07Dnj"
29,100166,1273525858175578113,"⚠️Myth Buster!
Can people wear masks 😷 while exercising 🏃‍♀️🏃?

🙅‍♂️ People should NOT wear masks when exercising as masks may reduce the ability to breath comfortably. 

#StayStafe by taking preventive measures while exercising!

#Coronavirus #COVID19 https://t.co/GvOlHv8ifb"
30,100166,1273335322412290049,"#Repost who

Can people wear masks while exercising during #COVID19?⠀
⠀
People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.⠀
⠀
#coronavirus #knowthefacts https://t.co/X3LEzEItmn"
31,100166,1273312370358706176,"Can people wear masks while exercising during #COVID19?⠀
People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. #barbados #health https://t.co/gt6PaWCph9"
32,100166,1273245046658088960,"#IndiaFightsCorona: 

📍Can people wear masks while exercising❓❓

▶️People should NOT wear masks when exercising as masks may reduce the ability to breath comfortably. 

#StaySafe #IndiaWillWin 

Via @WHO https://t.co/Esfygy7xFU"
33,100166,1273244963741093889,"Today in Guidelines for Exercising 

People should not wear masks while exercising as masks may reduce the ability to breath comfortably.

Maintaining physical distance of at least one meter is a more appropriate preventive measure. 

Via:@WHO

More at: https://t.co/I2nuxAMEs5 https://t.co/K8vWdXPIDe"
34,100166,1273241952083984384,"#Repost who
・・・
Our focus is to provide you with facts so that we can effectively slow the spread of Covid-19. Can people wear masks while exercising during #COVID19?⠀
⠀
People should NOT wear masks when exercising as… https://t.co/JmhNQfTa3P"
35,100166,1273224094117326849,"#IndiaFightsCorona: 

📍Can people wear masks while exercising❓❓

▶️People should NOT wear masks when exercising as masks may reduce the ability to breath comfortably. 

#StaySafe #IndiaWillWin 

Via @WHO https://t.co/FgPMdKWCSn"
36,100166,1273219519545315328,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. https://t.co/gynRZBDsFY"
37,100166,1273216017670516738,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. @WHO https://t.co/eHEqG6lGSV"
38,100166,1273214469926260736,"📢Can people wear 😷masks while exercising🚴? 
People should not wear masks while exercising because it may reduce the ability to breath comfortably. https://t.co/5BjDeXDHCb"
39,100166,1273199036854484993,"Can people wear masks while exercising during #COVID19?⠀
⠀
People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.⠀ 

Follow @Health_Clubfind for daily health and fitness updates!

#StayHome #StaySafe #WorkoutWednesday #Repost https://t.co/38xi2hFKno"
40,100166,1273193663028289536,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. #facemasks #COVID19 https://t.co/ZIYkp5v8Q9"
43,100166,1273179485731504128,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. https://t.co/xHM7mGRDHn"
44,100166,1273163705014980608,"Can people wear masks while exercising during #COVID-19?

People should NOT wear #masks when exercising as masks may reduce the ability to breathe comfortably.
#fit #fitness #asa #sports #dontgiveup #work #selfcare #vibes #weekend #airoli #wednesday #motivation https://t.co/L0YWKiAPvi"
45,100166,1273161904014471169,"Reposted from who Can people wear masks while exercising during #COVID19?⠀
⠀
People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.⠀
⠀
#coronavirus #knowthefacts -… https://t.co/r0k1wWqCi3"
46,100166,1273142761542344704,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. https://t.co/crYVtpuTPM"
47,100166,1273140860092383235,"Can People wear masks while exercising during #COVID__19 ??

People should not wear masks when exercising as masks may reduce the ability to breathe comfortably. 

#HealthyLiving https://t.co/EWdnsSOb97"
48,100166,1273131708565643271,"Can people wear masks while exercising during #COVID19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.
~ #WHO

#Coronavirus #TBW x

https://t.co/eN7gqtgNPO https://t.co/o16MF0twVH"
49,100166,1273128843990241282,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.
- @who 
Follow these guidelines by WHO to be safe 
#who 
#onlygoodvibeswitharlene
https://t.co/gAiNgco39r"
50,100166,1273128249644716032,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.
#COVID #coronavirusinpakistan #COVID19Pakistan #COVID19Pakistan https://t.co/CtsWuGZeVB"
51,100166,1273117183346909185,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably 
@who #masks #covid19 #exercise https://t.co/TFpcaK6PMQ"
53,100166,1273109208817455107,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. https://t.co/pxnZB5v3gm"
54,100166,1273108832785498114,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.
Via @WHO 
@ROBJammuKashmir @FOBDoda @FOBKathua @FOBKangan @FOBSrinagar https://t.co/DzeHKwpldN"
55,100166,1273102834670669826,"Update dari @WHO tentang pemakaian face mask waktu bersenam 😷

“Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.” https://t.co/LBy2og9kHi"
56,100166,1273101933591564295,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.

credit to: World Health Organization (WHO)

https://t.co/vNbs9RAlUS https://t.co/1NrF7xaSnq"
57,100166,1273082330488266754,"Can people wear masks while exercising during COVID-19?
People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. https://t.co/OuHWkcZoe0"
61,100166,1273069889843089408,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. https://t.co/R32wfBsTkg"
62,100166,1273051764078505984,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. https://t.co/8IOVrFG2IW"
63,100166,1273041387777404930,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. https://t.co/X5Dm5IPKrQ"
64,100166,1272986293442674688,"#Repost who
・・・
Can people wear masks while exercising during #COVID19?⠀
⠀
People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.⠀
⠀
#coronavirus #knowthefacts https://t.co/jSWHN4BAqy"
65,100166,1272966148380930052,"Can people wear masks while Exercising? 

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. The important preventive measure during exercise is to maintain a… https://t.co/NRtff3EEaQ"
66,100166,1272940900377866240,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. https://t.co/Vit6HPXeWO"
67,100166,1272938782573002753,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.

#exercise #covid19 #coronavirus #breathe #healthcare #HealthForAll #stayhome #savelives #genericdiagnolab https://t.co/J4hnlcsrqC"
68,100166,1272930478815731713,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. https://t.co/gA8bj5VjRI"
69,100166,1272924823572922370,"Can #people wear masks while exercising during #Covid_19?
According to @WHO people should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. @WHO_Zimbabwe @MoHCCZim #Zimbabwe #LockdownZim https://t.co/uFeTV67UCp"
70,100166,1272923259667914753,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. https://t.co/t0f2eX4iBi"
72,100166,1272915425555333125,"Can people wear masks while exercising during COVID-19?
People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. https://t.co/vsuA9u09KW"
73,100166,1272908574662983683,"So am not wrong when to wear Mask, wish Govt clarify present status.🙏🙏

Can people wear masks while exercising during #COVID19?
People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.
@cpbbsrctc @SecyChief  @sports_odisha @HFWOdisha https://t.co/oRagVK386P"
74,100166,1272908324011458561,"#Repost who
• • • • • •
Can people wear masks while exercising during #COVID19?⠀
⠀
People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.⠀
⠀
#coronavirus #knowthefacts @… https://t.co/hrPEnN2OK3"
75,100166,1272903067806072842,"#COVID19 #FAQs

Can people wear masks while exercising?

People should NOT wear masks when exercising as mask may reduce the ability to breath comfortably. https://t.co/WHqsze7ow5"
76,100166,1272902328962646018,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.

#coronavirus #mask #covid19 #WHO https://t.co/pHxN2JWyfa"
77,100166,1272895496219234304,"Can people wear masks while exercising during #COVID19?⠀
⠀
People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.⠀

@alshatti_ahmad 

@aladan_hospital 

@KUWAIT_MOH https://t.co/IvrXwMy0xI"
78,100166,1272894690308829184,"This from WHO.

#Exercise #covid_19 
#maskornomask 

#Repost who
• • • • • •
Can people wear masks while exercising during #COVID19?⠀
⠀
People should NOT wear masks when exercising as masks may reduce the ability to… https://t.co/kCsvM3Jy7f"
79,100166,1272892057967788032,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. 💪💪 @chiragbarjatyaa https://t.co/JZrQ0Cw9Cw"
80,100166,1272891562142416897,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.

Stay Safe
#RiseAndClimb
#HamOnt #HamOntStairs
Wash your hands! https://t.co/D6Zg3Oukq3"
81,100166,1272890972200939521,"Can people wear masks while exercising during COVID-19?

People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. https://t.co/KYkRw30dFx"
82,100166,1269618657249894401,"Who should not wear masks?
Guidelines from @MoH_SriLanka 

- People with breathing problems
- Children &lt;2 @CDCgov
- Anyone who cant tolerate masks

*Exercising and doing heavy work while wearing a mask is not advisable 

#COVID19SL #COVID19LK https://t.co/wBvO3toAaA"
83,100166,1269041016574623744,"@GovofCO We’re following the science. Are you? It seems you’re not! There is no evidence that masks actually work &amp; it’s ridiculous to suggest that people should wear them outside WHILE social distancing &amp; exercising in 90 degree heat. Inside, people should do as necessary per business."
84,100166,1264596832090566661,"@StreamSenseless @cherkeygrl @JHWalz32 @Alyssa_Milano Well hello 🐑. Doctors do not suggest that people wear masks because it’s unhealthy. If you are running or exercising while wearing a mask, you are endangering your life. The only people who should wear masks are those WITH COVID."
85,100166,1261658513396432897,"@bevhallberg That's ridiculous. People refuse to do their own research. There are tons of Drs including Fauci who do not recommend us wearing masks... And while exercising, please. If he wants to wear one, then fine, but he should myob with his mask &amp; take a step aside"
86,100166,1259598336308514818,"Covering your nose and mouth when out protects the people around you. 😷

You're not required to wear masks while exercising, but you should always have one with you and put it on when others are near.

https://t.co/STMQo7Fs5p https://t.co/xnLcluFU0k"
88,100167,1272805769906393089,"According to World Health Organization, the likelihood of spreading COVID-19 virus through shoes and infecting individuals is very low.

Visit https://t.co/bHtGVoRIoQ for the latest updates on the coronavirus pandemic. https://t.co/vKwr655Koo"
89,100167,1272777584514789376,"According to World Health Organization, the likelihood of spreading COVID-19 virus through shoes and infecting individuals is very low.

Visit https://t.co/QEmk7WMhil for the latest updates on the coronavirus pandemic. https://t.co/TsavzRKhyO"
90,100168,1275882220109135873,"According to the World Health Organization, the coronavirus disease (COVID-19) is caused by a virus. NOT by bacteria. https://t.co/Yx8uHjzQWU"
91,100168,1274734924147417088,"FACT: The #coronavirus disease is caused by a virus. NOT by bacteria. There is currently no licensed medication to cure #COVID19. If you have symptoms, call your healthcare provider or COVID-19 hotline for assistance, 1-833-4-ASK-ODH. #GCPH https://t.co/NVaGsRcj3C"
92,100168,1274232596134801408,"Can people wear masks while exercising?
Can shoes spread the COVID-19 virus?
FACT:The coronavirus disease (COVID-19) is caused by a virus. NOT by bacteria

https://t.co/HCv3bO5dKG"
93,100168,1272486633175052288,"FACT:The coronavirus disease (COVID-19) is caused by a virus. NOT by bacteria.
#copioushealthcareinc #staysafe #stayhealthy #doctor #medicine #beinformed #fightagainstcoronavirus https://t.co/h4U7k8OOHt"
94,100168,1272425089146015744,"FACT: The coronavirus disease (COVID-19) is caused by a virus. Not by bacteria.

#SEZMC #CoronavirusPandemic #BeActive #HealthyAtHome🏠 #KnowTheFacts #StayHomeSaveLives #Wewillbeatthistogether https://t.co/swGlJ5JHHI"
95,100168,1271804102054260736,"FACT: The coronavirus disease (COVID-19) is caused by a virus. NOT by bacteria.

👉 For more information: https://t.co/EAsbI0Zvs1

#COVID19 
#coronavirus https://t.co/GZGiaoOvfa"
96,100168,1271623382627495936,FACT:The coronavirus disease (COVID-19) is caused by a virus. NOT by bacteria. https://t.co/AyvNo51V3W @WHO https://t.co/Htapo7649w
97,100168,1271482617242796032,"1/ FACT: The coronavirus disease (COVID-19) is caused by a virus. NOT by bacteria.

The virus that causes COVID-19 is in a family of viruses called Coronaviridae. Antibiotics do not work against viruses."
98,100168,1271480210215579649,"FACT 1: The coronavirus disease (COVID-19) is caused by a virus. NOT by bacteria.

The virus that causes COVID-19 is in a family of viruses called Coronaviridae. Antibiotics do not work against viruses.

https://t.co/WmYqy11TOs"
100,100169,1277512563690004482,"FACT: The prolonged use of medical masks* when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency
The prolonged use of medical masks can be uncomfortable. However, it does not lead to CO2 intoxication nor oxygen deficiency. https://t.co/fagfZs6dMq"
101,100169,1277353601640341505,"""The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency."" 

Mask up to protect others &amp; show solidarity with essential and medical workers. Rumors that masks causes oxygen deficiency are untrue.

 https://t.co/QTYrlQtDHY"
102,100169,1276520584499912709,"@FaleciaMaureen @piscesprncess76 @thedominator939 @physicsdad23 @NYGovCuomo cool, good thing surgical and cloths masks don’t cause significant hypoxia! ❤️

“The prolonged use of medical masks when properly worn, does not cause CO2 intoxication nor oxygen deficiency.”

https://t.co/HND4VJWJs9"
103,100169,1276316887022833667,"The prolonged use of medical masks* when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency

#CCGSystems #WHOguidelines #MythBusters
#actionplanagainstcovid #SocialDistancing #FightAgainstCorona https://t.co/UvCVnWgDAy"
104,100169,1274849386237800448,"#Coronavirus. To all those morons who say wearing a face mask is harmful: 'Deadly masks' claims debunked. The prolonged use of medical masks when properly worn, does not cause CO2 intoxication nor oxygen deficiency. https://t.co/GC5goiaySp"
105,100169,1274430323711971329,"An article claims masks cause hypoxia and limit the amount of oxygen getting into the body. According to @crowdtangle it's been posted 198 times on Facebook.
@WHO says: ""The prolonged use of medical masks when properly worn does not cause CO2 intoxication nor oxygen deficiency."" https://t.co/BcDAWLMSI9"
106,100169,1273878643983306753,"FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency.
More: https://t.co/NFcuIDmcZ0

#Zydus
#Covid19
#KnowTheFacts https://t.co/3geAhTMCvl"
107,100169,1273421904527814661,"FACT:The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency
While wearing a medical mask during COVID-19,make sure it fits properly n that it is tight enough to allow you to breathe normally.
#NarendraModi 
#WearAMask"
108,100169,1272902759080177668,"The prolonged use of medical masks* when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency
#copioushealthcareinc #staysafe #stayhealthy #doctor #medicine #beinformed #fightagainstcoronavirus https://t.co/ZVBmN8N1gK"
109,100169,1272249814386741249,"FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency... https://t.co/wSDUI6GjL1"
110,100169,1272223180774535169,"FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency.
#mask #StayAwareStaySafe #stayathome #doctors #stayhealthy
#besafe
#Health #healthyliving #healthyfood #healthyeating #healthandwellness
#fitness https://t.co/gbYtJ1J1Ds"
111,100169,1272039497434304513,"FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency
@WHO @PaulKagame"
113,100169,1271959433464119299,"FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency

More: https://t.co/TdKoGmWrIr

#coronavirus #KnowTheFacts https://t.co/tRtfB4pf2V"
114,100169,1271830403641421832,"FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency.While wearing a medical mask during #COVID19, make sure it fits properly and that it is tight enough to allow you to breathe normally.

#coronavirus #knowthefacts https://t.co/BlEsG7xKYI"
115,100169,1271687160681250816,"The prolonged use of medical masks* when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency @WHO https://t.co/BgslwSnklw"
116,100169,1271438041186332674,"#Repost who ・・・ FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency.⠀
⠀
While wearing a medical mask during #COVID19, make sure it fits properly and… https://t.co/x4T0uey263"
117,100169,1271430882100944896,"COVID-19 Awareness....
FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency.
While wearing a medical mask during COVID-19, make sure it fits properly and that it is tight enough to allow you to breathe normally. https://t.co/IOkqdPA6gS"
119,100169,1271270433594249217,"Repost from who
•
FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency.⠀
⠀
While wearing a medical mask during #COVID19, make sure it fits properly and… https://t.co/j8TCmh01Fz"
120,100169,1271118938093563905,"The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency

While wearing a medical mask during #COVID19, make sure it fits properly and that it is tight enough to allow you to breathe normally. https://t.co/NJmAHL8EH0"
121,100169,1271071067751288837,"#Repost who with @get_repost
・・・
FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency.⠀
⠀
While wearing a medical mask during… https://t.co/YPYQbW3C7N"
122,100169,1271069203567710208,"Posted @withregram • @who FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency.⠀
⠀
While wearing a medical mask during #COVID19, make sure it fits properly and that it is tight enough to allow you to breathe norma… https://t.co/OX6QtVqM4O"
123,100169,1271033475781574656,"The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency.  #facts #publichealth https://t.co/z8t2D9ogGV"
124,100169,1271029091383246848,"The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency.⠀
While wearing a medical mask during #COVID19, make sure it fits properly and that it is tight enough to allow you to breathe normally.⠀
Do not re-use a disposable mask https://t.co/SeAL7uuEeJ"
125,100169,1270826642378809349,"FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency
While wearing a medical mask during COVID-19, make sure it fits properly and that it is tight enough to allow you to breathe normally. 

#COVID19
#BSF Campaign
#WHO https://t.co/k581hH7sop"
126,100169,1270818175337234433,"⚠️FACT: The prolonged use of 😷medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency.

While wearing a medical mask during #COVID19,make sure it fits properly &amp;!that it is tight enough to allow you to breathe normally. #KnowTheFacts #COVID19Nam https://t.co/DOGig9B9mW"
127,100169,1270812151867822080,"BENILDEANS, BE INFORMED!

FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency
https://t.co/dn7yyivuTH

©WHO

#CoSBRizal #BenildeansBeInformed #WHO #WHOPhilippines #SurgicalMask #MedicalMask #AnimoBenildo #WeAreBenildo https://t.co/aT7d6xMoVP"
128,100169,1270771567094620161,"FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency

While wearing a medical mask during #COVID__19 , make sure it fits properly and that it is tight enough to allow you to breathe normally... @WHO @AmirMurtaza1 https://t.co/NmK0NDyeHa"
129,100169,1270708758642135041,"The prolonged use of medical masks* when properly worn, DOES NOT cause CO2 intoxication nor deficiency of oxygen. 

@WHO
#COVID19India #coronavirus #WHO https://t.co/X8QagwIeQP"
130,100169,1270691775884201984,".FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency

Do not re-use a disposable mask and always change it as soon as it gets damp. https://t.co/3SWiCwQGZg"
131,100169,1270669424731840517,"FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency

While wearing a medical mask during COVID-19, make sure it fits properly and that it is tight enough to allow you to breath

#COVID19
#BSF Campaign
#WHO https://t.co/rPVteHrpvX"
132,100169,1270666966219370496,"The prolonged use of medical masks* when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency

The prolonged use of medical masks can be uncomfortable. However, it does not lead to CO2 intoxication… https://t.co/PUKNoLTiGl"
133,100169,1270664225908649984,"FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency
While wearing a mask, make sure it fits properly and that it is tight enough to allow you to breathe normally.

Source: #WorldHealthOrganization 
@keerthi_b_vmm https://t.co/fO2F4J6bFn"
134,100169,1270651063318740993,"@Auwalpai1 @DrRamatuAliyu @MuhdMusaBello @Chikwe_I @OfficialFCTA @covid19fct FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency

While wearing a medical mask during COVID-19, make sure it fits properly and that it is tight enough to allow you to breathe normally. https://t.co/M5Z4r3KLI0"
135,100169,1270633984091918336,"FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency

While wearing a medical mask during COVID-19, make sure it fits properly and that it is tight enough to allow you to breathe normally. https://t.co/qZbIsBjGxg"
136,100169,1270632467213549568,"FACT: The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency

While wearing a medical mask during COVID-19, make sure it fits properly and that it is tight enough to allow you to breathe normally. https://t.co/pnttNASIhr"
137,100169,1270626451088379904,"FACT: The prolonged use of medical masks 😷 when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency.

Read 👇 for more information. https://t.co/iG7tK7Es0K"
