category,text
FAKE,Video shows an orangutan who started washing its hands after watching the zookeepers do so during the coronavirus pandemic.
FAKE,"The news media has tried to pass off one manÕs death, attributed to complications from COVID-19, as two separate cases."
FAKE,ÒMichigan Governor Gretchen Whitmer bans buying US flags during lockdown.Ó
FAKE,"ÒThe president looks like he was ahead of the curve Ð as you know, he talks about this all the time Ð on shutting down travel from China.Ó"
FAKE,Joe DiffieÕs death was labeled Òas a COVID-19 death and it wasnÕt!Ó
FAKE,Trump says that as president he has ÒtotalÓ authority to re-open states amid the COVID-19 pandemic.
FAKE,"Average American has less than two-tenths of one percent chance of getting coronavirus, and thus public health officials overreacted to the pandemic."
FAKE,"Trump claims Òit is the decision of the President,Ó not governors, to Òopen up the states.Ó"
FAKE,"The US $1,200 coronavirus relief checks this year are Òjust an advance on your next tax return. É Next year, youÕre automatically going to owe $1,200 come tax season.Ó"
FAKE,Says American NIAID director Dr. Anthony Fauci Òstands to lose 100 million dollars on Bill Gates ÔvaccineÕ for the coronavirus. Because he invested in this vaccine.Ó
FAKE,Numbers in a photo about death tolls from COVID-19 show that the pandemic is a con.
FAKE,Michigan Gov. Gretchen Whitmer banned sale of American flags during COVID-19 pandemic.
FAKE,A photo shared thousands of times on Facebook claims to show the throat of a novel coronavirus patient.
FAKE,COVID-19 stimulus checks are an advance on 2020 tax refunds.
FAKE,Dr. Anthony Fauci Òwas telling people on February 29th that there was nothing to worry about and it posed no threat to the US public at large.Ó
FAKE,Calling 1-800-382-5277 or 1-800-746-6373 gives Americans information on their coronavirus stimulus checks.
FAKE,Says Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.
FAKE,Mosques allowed to stay open in the US during the coronavirus epidemic while churches are forced to close.
FAKE,15 major global pandemics all originated in China.
FAKE,President Donald Trump referred to the coronavirus as a ÒhoaxÓ or Òpolitical conspiracy.Ó
FAKE,Pentagon confirms coronavirus accidentally got into chemtrail supply train.
FAKE,ChinaÕs Communist government created the novel coronavirus in a laboratory and released it into the world as a deadly bioweapon.
FAKE,Viral publication says a video shows a Ògay party in Italy few weeks before COVID-19.Ó
FAKE,"ÒPer order from @GovWhitmer, people in Michigan are now banned from purchasing a new baby car seat in stores.Ó"
FAKE,ÒMass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.Ó
FAKE,Soap and hand sanitizer can be used to kill coronavirus in the body.
FAKE,"Viral video with Dr. Shiva Ayyadurai proves Fauci, White House and others are members of deep state."
FAKE,Herd immunity is probably why California has far fewer COVID-19 deaths than New York.
FAKE,"ÒChurch services canÕt resume until weÕre all vaccinated, says Bill Gates.Ó"
FAKE,COVID-19 mass vaccine in Senegal that began in West Africa killed the first seven children who received it.
FAKE,CDC admitted to lying about COVID-19 death stats.
FAKE,Top German virologist Jrgen Rissland recommended drinking whiskey to combat COVID-19.
FAKE,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.
FAKE,"COVID-19 causes prolonged and progressive hypoxia (starving your body of oxygen) by binding to the heme groups in hemoglobin in your red blood cells. People are simply desaturating (losing O2 in their blood), and thatÕs what eventually leads to organ failures that kill them, not any form of ARDS or pneumonia."
FAKE,COVID-19 vaccine trial killed 7 children in Senegal.
FAKE,U.S. Speaker of the House Nancy Pelosi said she wonÕt pass new economic stimulus package unless senior citizens are excluded.
FAKE,"Social media posts recommend tonic water and zinc as a cure for a novel coronavirus infection, as the drink contains quinine, whose synthetic relative hydroxychloroquine is on trial as a COVID-19 treatment."
FAKE,US arrests the man who created Covid-19.
FAKE,"India is suing Microsoft founder Bill Gates because of his vaccine against coronavirus that killed 77,000 girls."
FAKE,Coronavirus will be exterminated if lockdowns are lifted.
FAKE,The number of deaths from COVID-19 are exaggerated.
FAKE,Michigan governor violated social distancing order while signing stay-at-home order.
FAKE,Posts claim that the speaker of the Winsconsin state assembly Robin Vos wore protective gear that Òelection workers he forced to work É do not have.Ó
FAKE,5G exposure/radiation pollution compromises the structure and function of hemoglobin in cells and worsens COVID-19 pandemic.
FAKE,"A video has been viewed tens of thousands of times on Twitter, Facebook and YouTube alongside a claim that it shows the US Federal Bureau of Investigation (FBI) raiding a synagogue that was used to hoard face masks and other medical equipment."
FAKE,Steam from boiling oranges kills COVID-19.
FAKE,ÒEveryone is only dying of coronavirus now.Ó
FAKE,"Facebook posts claims the Asian, Hong Kong, swine and bird flus each Òkilled more people than coronavirus.Ó"
FAKE,Queen Elizabeth said Philippine President Rodrigo Duterte Òis the kind of leader who knows the way É Filipinos are very lucky to have him.Ó
FAKE,A photo shows South Carolina after stay-at-home orders were announced.
FAKE,The Obama administration left President Donald Trump with a Òstockpile with a cupboard that was bare.Ó
FAKE,ÒSame little boy died of COVID-19 in three different countries. Still donÕt believe the media is #fakenews?Ó
FAKE,ÒThe North Carolina and Virginia State line is closed. Nothing in or out.Ó
FAKE,A poem about people staying home was written by Kathleen OÕMara in 1869.
FAKE,Ò59 people die as pastor gives them Dettol to drink in church to prevent coronavirus.Ó
FAKE,"Asian flu, Hong Kong flu, swine flu and bird flu killed more people than coronavirus has today. And that the government never shut down anything for those."
FAKE,"Claim that televangelist Pat Robertson said some young people Òare doing all kinds of unnatural things with their sex organs. When people do that, they transfer all kinds of chemicals from ladiesÕ private parts and thatÕs where I think the (corona)virus came from.Ó"
FAKE,People are handing out masks Òdoused with chemicals which knocks you out coldÓ so they can rob you.
FAKE,"Former NYC Mayor Rudolph Giuliani said he Òbought $2M in shares of Novartis, a primary supplier of hydroxychloroquineÓ in early February."
FAKE,Coronavirus is fake or a made-up ploy by 5G.
FAKE,Photo of a mannequin being wheeled into a hospital shows the COVID-19 coverup.
FAKE,Hospital is caught using a dummy in pandemic footage.
FAKE,"ÒIn Italy, they have thrown their money on the streets. A clear message to the whole world that money is not enough when health is in danger.Ó"
FAKE,Coronavirus death toll in the U.S. is inflated by inclusion of unrelated deaths.
FAKE,President Trump has repeatedly touted the anti-malarial medications hydroxychloroquine and chloroquine as the much-needed solution to covid-19
FAKE,"Social media posts shared tens of thousands of times claim White House adviser Dr. Anthony Fauci stands alone in insisting hydroxychloroquineÕs effectiveness against COVID-19 is unproven, while Italy, France, Spain and Brazil say it Òworks.Ó"
FAKE,Says 44 US senators Òvoted NOT to send stimulus checks.Ó
FAKE,The NBA is asking President Donald Trump to Òresign or weÕll never play again.Ó
FAKE,President Donald TrumpÕs statement that lupus patients are not vulnerable to COVID-19 is not true.
FAKE,New data shows that 21 million Chinese died from the coronavirus.
FAKE,Suggestion that Trump urged sick people to get out and vote during COVID-19 pandemic.
FAKE,"Ron Johnson said Americans should go back to work, because Òdeath is an unavoidable part of life.Ó"
FAKE,North Carolina Òhospital beds are typically 85% full across the state.Ó
FAKE,"ÒWeÕve got to give the American public a rough estimate of how long we think this is going to take, based mostly on the South Korean model, which seems to be the trajectory that we are on, thankfully, and not the Italian model.Ó"
FAKE,Says the U.S. is developing an ÒantivirusÓ that includes a chip to track your movement.
FAKE,"Big Pharma, Dr. Anthony Fauci and Bill Gates want to ban hydroxychoroquine."
FAKE,ÒThe Chinese Communist Party is using Zoom as a way to spy on our citizens.Ó
FAKE,Photo on biography of a boy who died from coronavirus.
FAKE,ÒJoe Exotic tests positive for coronavirus in prison. ItÕs been confirmed.Ó
FAKE,Walmart has adopted staggered shopping days based on age in response to the pandemic.
FAKE,"ÒWe were slow with the testing, but very quick with the travel ban. And thatÕs been much more critical in saving lives.Ó"
FAKE,Walmart is adopting a staggered schedule due to the coronavirus.
FAKE,Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.
FAKE,Israeli recipe for lemon and bicarbonate drink is a coronavirus cure.
FAKE,Video claiming you canÕt catch coronavirus.
FAKE,"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money."
FAKE,In New York Òevery contaminated corpse belongs to the stateÓ and will be incinerated without any Òwakes or memorial services to pay your last respects.Ó
FAKE,Says Goodwill used the pandemic Òto fire all of their employees instead of laying them off.Ó
FAKE,Goodwill laid off all employees due to COVID-19.
FAKE,Says video shows Òthe Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.Ó
FAKE,TrumpÕs claim that he imposed the first travel ban on China.
FAKE,Audio of Biden calling the coronavirus a hoax.
FAKE,"ÓIf you line up all the countries that have done (Covid-19) testing on a per-capita basis, weÕre [the US] at the bottom of the list.Ó"
FAKE,ÒRivers in Oklahoma are full of catfish carrying the virus.Ó
FAKE,Governors across the U.S. are announcing that the current school year will be repeated due to coronavirus school closings.
FAKE,A video purportedly showing COVID-19 victims in body bags strewn across the floor of a New York hospital was shared several thousand times in multiple languages on social media.
FAKE,"Facebook posts shared thousands of times feature a video of U.S. officials talking to reporters, with captions claiming they are announcing the arrest of a Chinese scientist."
FAKE,Coronavirus does not cause a runny nose; is killed by temperatures above 26 degrees; causes lung fibrosis within days of infection; can be diagnosed by holding your breath for 10 seconds; and can be cured in the early stages by drinking plenty of water.
FAKE,The coronavirus has been ÒreleasedÓ by China [É] it was purposely propagated by the Chinese themselves.
FAKE,Alkaline diet protects against the coronavirus.
FAKE,A series of statements by Joe Biden claiming he called for action before he did
FAKE,Empty hospital lots and waiting rooms are indicative of a coronavirus hoax.
FAKE,"ÒNow, theyÕre doing tests on airlines Ñ very strong tests Ñ for getting on, getting off. TheyÕre doing tests on trains Ñ getting on, getting off.Ó"
FAKE,Missouri students will have to repeat the school year because of COVID-19 school closings.
FAKE,NYT invented the video of a doctor fighting coronavirus in hospital.
FAKE,Thousands of Facebook users in the United States are sharing 1-800 numbers that are supposed to help track stimulus payments promised by the federal government under a novel coronavirus economic aid package.
FAKE,"The army is patrolling all the streets, towns and villages in Ireland."
FAKE,Says thereÕs an 800 number you can call to track the status of your stimulus check.
FAKE,"If you ask AmazonÕs Alexa about the origin of the coronavirus pandemic, it says Òthe government plannedÓ it."
FAKE,"Social media posts shared thousands of times advocate 10 methods to prevent a novel coronavirus infection, citing recommendations allegedly stemming from autopsies on COVID-19 victims, including in China, where the virus first emerged."
FAKE,"Posts on social media claim there is a US patent for the novel coronavirus and a European patent for a vaccine, citing specific patent numbers."
FAKE,Video tries to show coronavirus is fake and not dangerous.
FAKE,Students in America have to repeat the same grade next year.
FAKE,Lemon juice and bicarbonate mixture prevents and cures COVID-19 in Israel.
FAKE,Coronavirus is caused by 5G.
FAKE,Says certain states are banning the sale of alcohol.
FAKE,ÒWe inherited a broken testÓ for COVID-19.
FAKE,World Economic Forum is a Òfascist cabalÓ manipulating coronavirus.
FAKE,Big Pharma is behind COVID-19 deaths.
FAKE,CBS aired wrong video footage of a coronavirus hospital.
FAKE,COVID-19 is a hoax or scapegoat for economic disaster.
FAKE,Taking a flu shot causes false positive results on COVID-19 tests.
FAKE,Says Nancy PelosiÕs Òdaughter is on the board of the Kennedy Center so thatÕs why it was so important to send them all that money.Ó
FAKE,Whether microwaving face masks sanitizes them.
FAKE,Did Kennedy Center give DNC $5 million after getting relief from coronavirus stimulus?
FAKE,COVID-19 not being blamed for deaths due to unrelated causes.
FAKE,"President Donald Trump claims he ÒdidnÕt say thatÓ some of the medical equipment that governors are requesting, they donÕt actually need."
FAKE,"CEOs got advance notice of COVID, then resigned to dump stock."
FAKE,ÒQueen Elizabeth tests positive for COVID-19.Ó
FAKE,Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks Òeverywhere.Ó
FAKE,Says a Ò5G Law Passed while everyone was distractedÓ with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.
FAKE,"Posts shared more than 20,000 times on Facebook feature a photo of a crying child and two others showing a woman and a man in hospital beds, claiming that the boyÕs parents are infected with the novel coronavirus"
FAKE,"Says for otherwise healthy people Òexperiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis É only high temperatures kill a virus, so let your fever run high,Ó but not over 103 or 104 degrees F."
FAKE,Pictures and reports of Òempty hospitalsÓ prove COVID-19 spread is Òfake crisis for real government planned agendas.Ó
FAKE,Whether CDC had scheduled announcement that all should wear masks for everyday life.
FAKE,If Florida banned alcohol sales due to coronavirus.
FAKE,Posts on social media claim that a ÒSpanish biological researcherÓ called on international soccer stars Cristiano Ronaldo and Lionel Messi to find a cure for COVID-19 since they earn much more money than scientists.
FAKE,"Boil weed and ginger for COVID-19 victims, and the virus will vanish."
FAKE,ÒTheyÕre furloughing nurses in hospitals in western New York state.Ó
FAKE,Whether coronavirus began with man having sex with a bat.
FAKE,ÒHereÕs the problem Ñ we are testing people for any strain of a coronavirus Ñ not specifically for COVID-19. There are no reliable tests for a specific COVID-19 virus.Ó
FAKE,Whether countries with high rates of childhood vaccines were hit hardest by coronavirus.
FAKE,NY banned cigarette sales because of the coronavirus.
FAKE,"Video of a waitress saying, ÒI lost my job. But IÕll sleep better knowingÓ that the coronavirus relief bill included funding for the Kennedy Center, refugee resettlement, PBS, and congressional salaries"
FAKE,"ÒThere was no effortÓ to get American experts into China after it announced the coronavirus, and Òwe had one person in-country (and Trump) pulled him out of the country.Ó"
FAKE,If Queen Elizabeth II tested positive for coronavirus.
FAKE,Coronavirus has been found in crab legs.
FAKE,A video of body bags being dumped in a ditch shows the Òsituation in ItalyÓ due to the coronavirus.
FAKE,ÒMainstream mediaÓ used a photo from a 2017 movie as an image for ItalyÕs coronavirus morgue.
FAKE,Biden claims that Trump did not try to get medical experts into China.
FAKE,Illuminati controlled U.S. government; coronavirus caused by 5G.
FAKE,President Trump did sign a 5G bill but exposure effects are misleading.
FAKE,Health care workers union Òsuddenly finds a stash of 39 million face masks.Ó
FAKE,"Speaking of his restriction on travel from China, President Donald Trump claims"
FAKE,Should you take Ibuprofen to treat a fever from the coronavirus?
FAKE,Posts on social media claim that no Democrats voted for the Òthe stimulus package to help American familiesÓ during the novel coronavirus crisis.
FAKE,Ibuprofen ramps up coronavirus 10 times.
FAKE,A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.
FAKE,Hospitals donÕt allow parents to visit children with COVID-19 in the hospital.
FAKE,Children will be separated from parents for coronavirus treatment.
FAKE,Congress included include a raise for themselves in the coronavirus stimulus package.
FAKE,Leave objects in the sun to avoid contracting the coronavirus.
FAKE,Nevada Governor Steve Sisolak Òhas banned the use of an anti-malaria drug that might help cure coronavirus.Ó
FAKE,"Òif your child gets this virus, theyÕre going to the hospital alone in a van with people they donÕt know, to be with people they donÕt know. You will be at home without them in their time of need.Ó"
FAKE,Tanks are coming into U.S. towns in advance for martial law
FAKE,A photo of a couple locked in an intimate embrace with their face masks lowered has been shared in Facebook posts that claim they were nurses who were treating COVID-19 patients in an Italian hospital.
FAKE,ÒCOVID literally stands for Chinese Originated Viral Infectious Disease.Ó
FAKE,A post shared thousands of times on Facebook during the COVID-19 pandemic says disposable surgical masks should be worn Òcolored side outÓ if a person is sick.
FAKE,Facebook user Chase Michael Morris predicted coronavirus pandemic.
FAKE,[SARS-CoV-2] is spreading quickly from gas pumps. Shopping carts as well.
FAKE,"New York Governor Andrew Cuomo Òrejected buying the recommended 16,000 ventilators in 2015 for a pandemic, and established death panels and lotteries instead. So he had a chance to buy, in 2015, 16,000 ventilators at a very low price, and he turned it down.Ó"
FAKE,Trump web ad usings misleading edits to create a false picture.
FAKE,Facebook posts featuring a photo of ventilators in the U.S. state of New York claim the devices are Òstuck in a warehouse.Ó
FAKE,Wisconsin Governor Tony Evers is Òpushing firearm confiscation orders.Ó
FAKE,There is no coronavirus. The Chinese were secretly working on a biological agent that was supposed to make protesters docile and obedient.
FAKE,"Says that under order from Gov. Tony Evers, he and his eight children canÕt legally have dinner together anymore."
FAKE,Deaths blamed on coronavirus are actually due to the flu.
FAKE,Posts shared thousands of times on Facebook claim to provide an emergency food stamp hotline.
FAKE,Says Nancy PelosiÕs coronavirus bill includes Òtax credits for solar and wind energy É retirement plans for community newspaper employees É $300 million for PBS É climate change studiesÓ and more.
FAKE,The names of coronavirus victims have been published online in media.
FAKE,Posts shared thousands of times on Facebook claim to provide an emergency food stamp hotline.
FAKE,President Donald Trump will announce that a scientist Òfinally found a vaccine to cure coronavirus.Ó
FAKE,Gargling with warm water and salt or vinegar eliminates the coronavirus.
FAKE,Roche has developed a COVID-19 vaccine.
FAKE,ÒSpecial military helicopters will spray pesticide against the coronavirus in the skies all over the country.Ó
FAKE,A photo showing UgandaÕs first case of COVID-19.
FAKE,Getting a flu shot increases the risk of coronavirus by 36%.
FAKE,ÒPutin has stated
FAKE,Does vaping reduce your chances of getting the coronavirus?
FAKE,The CDC now says that the coronavirus can survive on surfaces for up to 17 days.
FAKE,Whether 60 Democrats voted against coronavirus stimulus bill.
FAKE,"Social media posts attribute a list of points about the novel coronavirus to Johns Hopkins, a leading source of information on the virus."
FAKE,ÒSlices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation ofÓ the novel coronavirus.
FAKE,ÒDonald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!Ó
FAKE,Russian President Putin released 500 lions onto the streets to keep people indoors.
FAKE,Study suggests malaria drug can treat coronavirus.
FAKE,President Trump refers to the coronavirus as a hoax in an audio clip.
FAKE,An audio message lists five ways people can prevent the novel coronavirus.
FAKE,"ÒThis lady here applied sanitizer to her hands/forearms and went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.Ó"
FAKE,"NY Governor Andrew Cuomo did not reject buying 16,000 ventilators in 2015."
FAKE,"Tom Hanks died, confessed admiration for Trump."
FAKE,"ÒBoil some orange peels with cayenne pepper, stand over the pot, breathe in the steam so all mucus can be released from your nasal passages É Mucus is the problem, itÕs where the virus lives!Ó"
FAKE,Helicopters Are Spraying Disinfectants To Try To Eradicate Coronavirus.
FAKE,Helicopters are spraying disinfectants to stop the spread of coronavirus.
FAKE,Initial lack of evidence for human-to-human COVID-19 transmission unusual.
FAKE,Drinking alcohol beverages can help prevent COVID-19.
FAKE,IPhoto shows people falling dead on Italian streets from COVID-19.
FAKE,Coronavirus is infectious in the air for 8 hours and everyone must wear a face mask.
FAKE,"Italian Prime Minister Giuseppe Conte said, ÒWe have lost control, we have killed the epidemic physically and mentally. CanÕt understand what more we can do, all solutions are exhausted on ground. Our only hope remains up in the sky. God, rescue your people.Ó"
FAKE,Black people are immune to the coronavirus.
FAKE,Boiled orange peels with cayenne pepper are a cure for coronavirus.
FAKE,ÒGo to 2020census.gov and fill out this census form so you can get your stimulus check.Ó
FAKE,"ÒIn Chicago, COVID-19 actually lowered the death rate.Ó"
FAKE,COVID-19 stands for ÒChinese Originated Viral Infectious Disease.Ó
FAKE,Coronavirus cases linked to 5G rollout.
FAKE,Photo shows coffins from coronavirus outbreak in Italy.
FAKE,"ÒIf you are in Las Vegas and you get a knock on your door from NV Power, 2020 Census or CVD-19 testers, do not open your door. They are robbing people at gunpoint.Ó"
FAKE,Biden campaign claims a top CDC official was Òsilenced.Ó
FAKE,A post shared thousands of times on Facebook lists companies whose chief executive officers have allegedly stepped down during the novel coronavirus crisis.
FAKE,Quotes Joe Biden as saying Òpeople who have never died before are now dying from coronavirus.Ó
FAKE,A video from a British broadcaster shows Italian coronavirus victims got taken down.
FAKE,Fill out a 2020 U.S. Census form to receive an economic stimulus payment.
FAKE,Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak.
FAKE,Bill Gates and the Vatican have a plan to depopulate the world with a coronavirus vaccine.
FAKE,US Homeland Security mobilizing National Guard to combat coronavirus.
FAKE,"Muammar Gaddafi predicted the current coronavirus pandemic, and warned it would be created by the same people who would then sell the Òantidotes.Ó"
FAKE,ItalyÕs president was caught on camera crying over and regretting countryÕs coronavirus response.
FAKE,Joe Biden tested positive for coronavirus.
FAKE,"ThereÕs definitive proof that chloroquine, hydroxychloroquine, are effective against COVID-19."
FAKE,Using sauna or aiming a hairdryer at oneÕs nose will kill the coronavirus.
FAKE,BelgiumÕs health minister banned sex inside or with 3 or more people.
FAKE,Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.
FAKE,ÒFish tank additive may treat coronavirus.Ó
FAKE,Fox News won Pulitzer for coronavirus coverage.
FAKE,ÒWisconsin is the only state where all Republicans voted against protecting its citizens.Ó
FAKE,"The Coronavirus Aid, Relief, and Economic Security Act gives members of Congress a pay increase."
FAKE,Bill Gates has access to your DNA and ownership in WHO.
FAKE,Biden claims that Trump eliminated the White House pandemic office.
FAKE,"Donald Trump said about coronavirus, ÒPeople are dying who have never died before.Ó"
FAKE,5G technology caused the coronavirus.
FAKE,WHO director overstated COVID-19 fatality rate as higher than flu.
FAKE,Claim that Òthere is noÓ COVID-19 virus.
FAKE,"Says imposters in hazmat suits are going door to door in Stockton, California, saying they are checking residents for fever or COVID-19, but they Òwill enter your home and physically attempt robbery.Ó"
FAKE,Walmart is closing hundreds of its stores.
FAKE,Breathing air from a hair dryer or a sauna can prevent or cure COVID-19
FAKE,Cristiano Ronaldo bought private island to escape coronavirus.
FAKE,Trump said Òpeople are dying who have never died beforeÓ.
FAKE,Martial law is imminent in United States.
FAKE,Obama family flown to private island to escape coronavirus pandemic.
FAKE,"A video of US President Donald Trump and a top US pharmaceutical executive speaking at a press conference has been viewed thousands of times in multiple Facebook, Twitter and YouTube posts alongside a claim that it shows them announcing a vaccine for the novel coronavirus, COVID-19, was ÒreadyÓ to be administered."
FAKE,"The federal government is Òpreparing to mobilize the national guard,Ó Òdispatch them across the US with militaryÓ and Òannounce a nationwide 1 week quarantine for all citizens.Ó"
FAKE,Link takes viewers to application for FEMA assistance in the US.
FAKE,For coronavirus cases Òin the U.S. 38% of those hospitalized are under 35.Ó
FAKE,Image claims to show dozens of coffins of Italians who have died from COVID-19.
FAKE,ÒHuge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The coronavirus.Ó
FAKE,These at-home Coronavirus testing kits are real.
FAKE,"COVID-19 is no worse than other outbreaks that have occurred in Òevery election year,Ó suggesting that the new coronavirus is being ÒhypedÓ to hurt President Donald Trump."
FAKE,"President Donald Trump said, ÒPeople are dying who have never died before.Ó"
FAKE,"As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining CanadaÕs alleged response to the outbreak flourished on social media."
FAKE,"The coronavirus Òsnuck up on us,Ó adding that it is Òa very unforeseen thing.Ó"
FAKE,"If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts weÕve been making."
FAKE,Evidence shows the WHO director-general overstated COVID-19 fatality rate
FAKE,5G Technology believed to have caused the coronavirus.
FAKE,"2019 coronavirus can live for Òup to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless steel.Ó"
FAKE,Trump Is Promising To Send Americans Checks Ð Only After Checking PeopleÕs Social Media History.
FAKE,"ÒChina is to blame because the culture where people eat bats and snakes and dogs and things like that, these viruses are transmitted from the animal to the people and thatÕs why China has been the source of a lot of these viruses like SARS, like MERS, the Swine Flu and now the coronavirus.Ó"
FAKE,5G Technology Believed To Have Caused coronavirus
FAKE,Evidence Shows The WHO Director-General Overstated COVID-19 Fatality Rate
FAKE,American fast-food chain HardeeÕs is advising truckers to walk up to drive-thrus during coronavirus pandemic.
FAKE,U.S. government using the cover of the coronavirus pandemic to remove end-to-end encryption so officials would be able to listen to everyoneÕs calls and see everyoneÕs private messages.
FAKE,"President Donald Trump tweeted, ÒI ordered the Treasury secretary to send checks to Americans! First however, we will go through your social media history from the last 4 years and search for any post with #NotMyPresident in it. I wouldnÕt think of offending you with a check if IÕm not your president! #MAGAÓ"
FAKE,A dog vaccine can be used against coronavirus in people.
FAKE,President TrumpÕs use of data for deaths from swine flu and seasonal flu.
FAKE,Did Donald Trump attempt to steal a COVID-19 vaccine from a German company and refuse testing kits from WHO?
FAKE,15 minutes in a sauna will kill the coronavirus.
FAKE,ÒU.S. deaths since 1/22/20
FAKE,"ÒWhile all COVID-19 news has been going on, the U.S. government has been sneakily trying to remove end-to-end encryptionÓ which means Òthe government will be able to see all of your messages and listen to all of your calls.Ó"
FAKE,Eating bananas prevents coronavirus.
FAKE,Italy has mandated no treatment of all elderly patients for coronavirus.
FAKE,Having a beard increases your chances of getting coronavirus.
FAKE,All U.S. citizens are entitled to $700 per week to stay at home to avoid spread of coronavirus.
FAKE,The WHO coronavirus test Òwas a bad test.Ó
FAKE,List comparing diseases with coronavirus.
FAKE,ÒPeople are going door to door in Colorado Springs stating they are COVID-19 testing so they can rob people!Ó
FAKE,COVID-19 is a scripted narrative to justify closed borders or force residents to remain home.
