index,category,text
90026,REAL,@SyahFiq93 Tapi isunya memang tertulis tak boleh solat berjemaah di surau.
90027,REAL,NIH study validates decontamination methods for re-use of N95 respirators | National Institutes of Health (NIH) https://t.co/YJseNTwOSt
90028,FAKE,"So @SirDavidBBC, at which point was the climate not changing in the last 4.5 Billion years?
Did man made climate change end the ice age?
What was the climate like last time we were at this point in the galatic plane?
How U account 80+ countries geoengineering
@camanpour 
@cnn"
90029,REAL,@_yansilveira Ta foda amigo kkkkkkk
90030,FAKE,"For everyone who says COVID-19 is “just like the flu”:
15-30x more dangerous 
Those at risk, ie people with autoimmune diseases, must be terrified 
It’s not a Chinese Virus it has a name call it by that. 
My mother has an MS so don’t try and tell us that “it’s just like the flu”"
90031,REAL,'Justice for Ejaz': Hundreds hold protest outside Peel police headquarters https://t.co/r7L0OWzy2p https://t.co/njmPW1cXQ0
90032,REAL,@reeeinrei Waduh kalo dibogor minat -_-
90033,REAL,"COVID-19 linked to cardiac injury, worse outcomes for patients with heart conditions https://t.co/Wh1AteUIoJ"
90034,REAL,"According to WHO 8 vaccine are (image) in clinical evaluation means testing in humans of the total 102 candidate vaccines in evaluation! 
They are tracking the possible COVID-19 vaccines that are under development here https://t.co/XemUXAm1EH https://t.co/tqNIc7mU5D"
90035,REAL,"RT @SnehaMKoshy 
-A glimpse of how #Kerala is fighting against Coronavirus- 
1) 24x7 call-centre at state Control &amp; Prevention Cell. 24x7 call-centres across all 14 districts. Teams constitute of trained Junior Health Inspectors, doctors &amp; others. 

https://t.co/bq9PirOW6c"
90036,REAL,The new coronavirus may spread more easily in crowded homes https://t.co/p2ZlsXQeTC via @healthline
90037,FAKE,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/4XJoElmRgC
90038,REAL,"Alex Billioux: ""Part of what's underlying this is our desire to know all the tests happening statewide."""
90039,REAL,https://t.co/B6yWtXkfB9
90040,REAL,NIH clinical trial of remdesivir to treat COVID-19 begins | National Institutes of Health (NIH) https://t.co/gmVuHv0jbv
90041,REAL,NIH clinical trial of investigational vaccine for COVID-19 begins https://t.co/F6cZpObNaP
90042,REAL,"@KellyO And now, he’ll spend all his time on ways to block the oversight committee and Inspector General from seeing where the 1/2 trillion, for big business, will go #TrumpCrimeSyndicate"
90043,REAL,Do not re-use a disposable mask and always change it as soon as it gets damp.
90044,REAL,Further evidence does not support hydroxychloroquine for patients with COVID-19: Adverse events were more common in those receiving the drug https://t.co/UvDzjGn4Ph
90045,REAL,Further evidence does not support hydroxychloroquine for patients with COVID-19: Adverse events were more common in those receiving the drug https://t.co/DWAMkqWkGK
90046,FAKE,"Lab-Made Coronavirus Triggers Debate https://t.co/wUvkKSIW8S
#Covid_19 #COVID19 #COVID #CoronavirusPandemic #CoronaVirusUpdate #CoronaOutbreak #coronavirus"
90047,REAL,Further evidence does not support hydroxychloroquine for patients with COVID-19: Adverse events were more common in those receiving the - drughttps://www.eurekalert.org/pub_releases/2020-05/b-fed051420.php
90048,REAL,"@kksheld Typical Government  bureaucracy, but I agree with others this will be designed to fail, bc @realDonaldTrump  was right from the beginning."
90049,FAKE,@drispaca OMG 😱
90050,REAL,@Werner_deGier where are they going
90051,REAL,"@ClingingtoJesus @Train2020T @komeyer77 @arthur_patel1 @ThePierreWilson Where are the 1000's and 1000's of doctors talking about any of these:
1. Benefits of hydoxychloroquine against COVID19
2. Bleach injections
3. Hot weather making the virus go away

?"
90052,REAL,"""Waiting areas of healthcare facilities present a challenge, since large numbers of people, some having underlying conditions which predispose them to infection, congregate in such spaces &amp; can be exposed to an individual who is shedding potentially pathogenic microorganisms."""
90053,REAL,NIH:  New coronavirus stable for hours on surfaces https://t.co/sDlprkg52g
90054,REAL,There's been a significant increase in cases among kids. Here are some other stats on #covid and children in New Mexico from today's public address. https://t.co/yKEEF7vGKw
90055,REAL,Antibody Tests May Answer Public Health Questions https://t.co/SJk7FkOFC7
90056,REAL,"@deray This has a very ""What is Depiglio?"" cadence."
90057,REAL,"Taking a hot bath does not prevent the new coronavirus disease ?

Check Myths About Coronavirus Answered By WHO

#coronavirusmyths #coronavirus #coronavirusindia #aboutcoronavirus #metrozone #metrozonegroup https://t.co/QQLkZqe17J"
90058,REAL,Depression and COVID-19: Tips on management and how to cope https://t.co/5oAQjNTbxE via @healthline
90059,REAL,"@DAaronovitch Aside from that, I don't see any reason why Peston couldn't just go make a cup of tea or someting and let an ITV science or health journalist do these interviews. Would be better all round."
90060,REAL,@rapplerdotcom https://t.co/BROHZiboqS
90061,REAL,"Are there any specific medicines to prevent or treat the new #Coronavirus?

To date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-nCoV).

#CoronaMyths https://t.co/4Ex1HylnDy"
90062,REAL,@CritCareReviews India’s findings disagree. Whom to believe. Will wait at website of https://t.co/m7Q0RJHCA7
90063,REAL,"@WHOEMRO @WHOJordan @WHOPakistan @UNICEFmena @WHOOmanOffice @WHOAfghanistan @WHOLebanon @WHODjibouti @WHOoPt @WHOIraq @WHOSyria @zlj517 
💙✌️💙"
90064,REAL,"Happening Now: 

Commissioning and Unveiling the plaque of NEDC Molecular Test Laboratory in Bauchi State.
MD/CEO Mohammed Alkali has handed over the health facility to the Bauchi State Governor Senator Bala Abdulkadir Mohammed. https://t.co/bo0zkRD80i"
90065,REAL,@Keidi_Keating Needed to hear this ☺️
90066,REAL,Racial inequalities in COVID-19 � the impact on black
90067,REAL,@WHO @WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO How much money did the WHO take from China prez. While the Coronavirus was infecting people last year in November.
90068,FAKE,Scott Pruitt betrays a deep distrust of his own agency with new announcement https://t.co/C0UtPgtXkI https://t.co/2vP4SPjemm
90069,REAL,"@Nicky_B5 @suvyboy Contact precautions are strict hand hygiene (washing or disinfectant) and not touching moist membranes or open wounds with dirty hands. 

They *may* discover it's airborne and requires additional precautions, but I wouldn't put money on"
90070,REAL,"@sdjackson1954 @spayrechaynge @ahddrv The problem they have acknowledged is that without some immunity within the population the tourism industry, a huge employer and essential to people’s lives. 

Our Govt are gits but this needs a multilayer approach "
90071,FAKE,"Liposomal Vitamin C is a phenomenal and convenient way to complement your healthful diet with a vital nutrient your body needs.†

https://t.co/DUqM1LqUcA"
90072,FAKE,@HighWireTalk Hilarious.  But thank you CDC I do not like beards.. lol. This is in the same line as breastfeeding is not natural crap...
90073,REAL,"The State's Commissioner for Health,  Dr. Rafiu Isamotu, who made this known through a press statement in Osogbo on Tuesday, also confirmed the discovery of 10 additional cases in the State. 

Dr Isamotu was however quick to add that one patient had equally been discharged after"
90074,REAL,@UK_Daniel_Card Cool 3 in 1 check
90075,REAL,@JaneAFlegal When I chat with my students about adaptation &amp; mitigation I always show a figure like this to discuss the important connections between the two &amp; how #climatechange solutions may fall into “both” categories. https://t.co/OVyW9rLa
90076,REAL,United Airlines Passengers Questioned About Health: United Airlines is now requiring passengers to answer a series of questions about their health before they are allowed to board a plane. https://t.co/CcVXfRxAdn
90077,REAL,"stop imposing what you think to them, I mean good job you're thinking and using your brain but than doesn't mean you're correct and that you will have to decide for them. So uhm no, don't kill other species for fun, stop racism and let people have abortions. end speech lmao"
90078,REAL,"George Floyd tested positive for COVID-19, autopsy shows https://t.co/WTKxDCI0pq"
90079,REAL,"I'm Using This New NPR Video In Class Today: ""Six Tips For Safe Grocery Shopping During A Pandemic"" https://t.co/vBPL6pOAsL"
90080,REAL,"How much does fomite transmission contribute to the spread of COVID-19? The @CDCgov describes fomite transmission as a ""possible"" route of coronavirus transmission but maintains that close contact between people is thought to be the main source of new infections. #covacma"
90081,REAL,"CNN researchers?? 🧐
Coronavirus Has Been Found in Semen ⁠— Can It Be Sexually Transmitted?
“According to CNN, researchers shared the news on May 7 that there is a possibility that the #coronavirus could be sexually transmitted after conducting a study” https://t.co/aflqBOzFls"
90082,REAL,RT @thehill: Five questions about the next coronavirus relief package https://t.co/wegCFd5jfC https://t.co/Siq5ga3byf
90083,FAKE,"Programming Alert: Exclusive Documentary on Origin of the CCP Virus Premieres
https://t.co/SPw7JhHaIM
 
Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:https://t.co/5qbUgsMyra"
90084,REAL,Mayo Clinic experts to help guide Delta Air Lines COVID-19 safety measures – Mayo Clinic News Network I’ll be flying ⁦@Delta⁩  https://t.co/eHHz5hiFyT
90085,REAL,"*Which population is the most vulnerable?
This period of incubation is dependent on the age of the patient and the status of the patient's immune system. It is shorter among patients &gt;70-years old compared with those under that age [2]."
90086,FAKE,"マジで？

Vatican confirms Pope Francis and two aides test positive for Coronavirus https://t.co/wU0yfM7Ksh"
90087,REAL,"@JeromeAdamsMD Greetings Jerome.
Please shoot me a note/text on this Twitter account if you get a few seconds please. I have something you will want to see. It is fully successful. It is next steps fully we feel. “God always has a Plan.”"
90088,REAL,More good news from NIH! Antiviral remdesivir prevents disease progression in monkeys with COVID-19 | National Institutes of Health (NIH) https://t.co/PvRuUdDyC8
90089,REAL,@JaseMiller13 @FNAFAROfficial Do you realize that it’s impossible to have code without bugs
90090,REAL,@MichealLehane @rtenews Can they stretch it to 5 km? I live in the backend of nowhere
90091,REAL,"Coronavirus spreads quickly and sometimes before people have symptoms, study finds… https://t.co/ThJSKRpyUj"
90092,REAL,@TIME Of course it’s airborne https://t.co/HtUb1ikSPj
90093,REAL,"Pneumonia and COVID-19: Relationship, risks, and more"
90094,FAKE,@michelleinbklyn @joncoopertweets Facts are true Zuckerberg!  Your a real work of art!
90095,REAL,Antibodies Tested as Possible COVID Treatment https://t.co/t7qRcS8eyK https://t.co/MHXqrSXD9G
90096,REAL,"How to put on, use, take off and dispose of a mask? #India_FightCorona @WHO @whoindia https://t.co/PMr3LYmGnK"
90097,REAL,"@itsJeffTiedrich @realDonaldTrump Jan. 6,US  sent a letter to the Chinese offering to send help,team of CDC scientists. China rebuffed the offer , turning away assistance and depriving U.S. of early chance to get sample of the virus, critical for developi"
90098,REAL,"@NathyPierre Eu só curto, mas confesso que dá agonia depois quando vou abrir a conversa e só tem isso 😂"
90099,FAKE,@NaturesOils7 @goingglobal2 @billstill @DrJNol @RobbersonJon @POTUS @realDonaldTrump Demon he is !
90100,FAKE,@ruth99rs Not for me.
90101,REAL,"2. What are the symptoms of COVID-19?
Symptoms can include fever, cough and shortness of breath. In more severe cases, infection can cause 
pneumonia or breathing difficulties. More rarely, the disease can be fatal."
90102,FAKE,"@morethanmySLE @QuareFellas Lies, lies lies🤒🤒🤒🥶"
90103,REAL,"@NatashaLHM #NMA2020 was a success due to presenters like you!! @NrsgMutualAid is all about solidarity!
The #yearofthenurseandmidwife"
90104,REAL,Face masks critical in preventing spread of COVID-19: Study found that wearing a face mask stopped person-to-person spread of the virus -- ScienceDaily https://t.co/ZAauffVSPq
90105,FAKE,"""Great! One less death to blame on the coronavirus hoax..."" https://t.co/pziWUrbbBE"
90106,REAL,"Latest News - Microglia in the olfactory bulb have a nose for protecting the brain from infection: Read Local News Now ­­scientist at the governmental Institute of visual Disorders and blow (NINDS), a part of the ... #MinuteNeuroscience #Disease #Intellect https://t.co/BVWQoV0hLH"
90107,REAL,"@ABC7 Come devo mettere e togliere la mascherina?
prima di indossare la mascherina, lavati le mani con acqua e sapone o con una soluzione alcolica;
evita di toccare la mascherina mentre la indossi, se la tocchi, lavati le mani;"
90108,REAL,Toolkit: One Health Approach to Address Companion Animals with SARS-CoV-2
90109,REAL,"Elementary school version-what is a coronavirus? (Finger puppet)
https://t.co/Jn1SdycKsL"
90110,REAL,"Was derzeit nur hilft scheint also: Wenig wie möglich raus. Klamotten zum rausgehen in Diele ausziehen und deponieren. Schlüssel, Handy ect desinfizieren Anschließend waschen. Sofort duschen. Wohnung desinfizieren. Gegenstände/Oberflächen abwaschen täglich, Spülmittel reicht! 4/5"
90111,REAL,@Poputarian @nytimes ....
90112,REAL,@econhedge Is this evidence that herd immunity is ultimately needed? If you have a series of lockdowns followed by a series of new peaks - what is the point of lockdown?
90113,REAL,Side Effects Halt Use of Chloroquine Vs. COVID-19 #health https://t.co/2FvwbKoOZx for information
90114,REAL,@Rahafox5 @shaneharrisnow @fox5sandiego This doesn't make any scientific sense. He was protesting. I was told by the experts this makes a difference. How did he get the coronavirus?
90115,REAL,@deepakkutty @somnath1978 Simple phsycological ploy to avoid any potential bank run till crisis subsides..... Last thing any government wants in this situation.....
90116,REAL,"Front Burner talks to Dr Wendy Whittle, head of L&amp;D at Mount Sinai Hospital, Toronto, “about what we know so far about pregnancy and the coronavirus, and what hospitals are doing to operate safely.” https://t.co/LC6bC38d1W https://t.co/xa3ca8iP5m"
90117,REAL,"COVID-19 Antibodies Can Disappear After 2-3 Months, Study Shows https://t.co/e17hYlaiq8 via @medscape"
90118,REAL,Can spraying alcohol or chlorine all over your body kill the new coronavirus? https://t.co/J0Nfr5qkji
90119,REAL,Microglia in the olfactory bulb have a nose for protecting the brain from infection https://t.co/Tkkqwg91Rq
90120,FAKE,"@Winona27 - Παγκολίνο, έρχεται Κινέζος να σε γαμήσει!
- ?!?! Χοπ-χοπ
- Εντάξει άκυρο, νυχτερίδα ψάχνανε. Αλλά φυλάξου, κυκλοφορούν Καψώχας και Κούλογ"
90121,REAL,"Is it a cold, allergies or coronavirus? Neither a cold nor allergies will typically include a fever, dry cough and shortness of breath. Those can be symptoms of COVID-19. Still concerned? Call your primary care doctor. #coronavirus #SVMHS #BeWell https://t.co/p5qksXwe84"
90122,REAL,COVID-19 Shows Gaps in Controls at Nursing Homes https://t.co/p1ioVYjtZs
90123,REAL,"@mikejohansenmd @raj_mehta @EpiEllie @MaartenvSmeden Spare me the horror. This is the most BS plot I have ever seen.

Gawd we need basic education of how to plot a distribution and how to understand a whisker plot. Why plot so many points???? There is a r"
90124,REAL,The study demonstrated that patients receiving a 10-day treatment course of #remdesivir achieved similar improvement in clinical status compared with those taking a 5-day #treatment course #Covid_19
90125,REAL,".@christocleve summarizes what states are currently thinking re: reopening
https://t.co/NEhdAdlCEj"
90126,REAL,New COVID-19 Breast Cancer Treatment Guidelines - WebMD https://t.co/yeBz8q9uBE
90127,REAL,"Researchers Map SARS-CoV-2 Infection in Cells of Nasal Cavity, Bronchia, Lungs — News Room - UNC Health and UNC School of Medicine https://t.co/EQg5PCYKbo @UNC_Health_Care @UNC_SOM https://t.co/vv3WidZRsm"
90128,REAL,"@AleBaezMD i dont know why, but i always found a face mask more protective than orher mask, but is my perception with a study backing up. 😁 have a excellent day my friend."
90129,FAKE,"Wow if this is true😬

⁦@J9Dalton⁩

Vatican confirms Pope Francis and two aides test positive for Coronavirus - MCM https://t.co/YlHL3IZEUL"
90130,REAL,Why hand washing really could slow down an epidemic https://t.co/SNbb0eD2Xw via @healthline
90131,REAL,@laylataloola Would you happen to know how long antibodies may stay in the body? I want to get tested as I was sick in January before covid19 became 'mainstream' and before tests where available for sarscov2
90132,REAL,@time1_tea @jellen805 @wmahoney5 @salty_dawg69 @BluesBrother91 @HankMullaney @SempOfLove @steves006 @DrPainsInfo @politicalwilli @TexasKelGirl @Artoria11820642 @Conserve2MAGA @mizdonna @Cara_TXZEAL @ByronFackenthal @turnbolt11 @sportsmom9433 @olystubbies4
90133,REAL,"@GMathys @mame_bdn Yes i have encountered those resources for my PhD, i have built on a whole online library for myself and with such technical resources, this is awesome for future students and for researchers :)"
90134,REAL,@JenniferJJacobs How many members?
90135,REAL,Clues to COVID-19 coronavirus's vulnerability emerge from an antibody against SARS: Likely site of vulnerability on SARS-CoV-2 virus determined -- ScienceDaily https://t.co/OWYP3YxZeC
90136,REAL,Coronavirus fight: possible COVID-19 drug identified by scientists https://t.co/SPPWWuPN3b
90137,REAL,"Engineered virus might be able to block coronavirus infections, mouse study shows -- ScienceDaily https://t.co/eyiondUEix"
90138,REAL,Expert U.S. panel develops NIH treatment guidelines for COVID-19 https://t.co/2rSEuzYg2j
90139,REAL,"Top #tweeted story in #bioscience: NIH begins study to quantify undetected cases of coronavirus infection | National Institutes of Health (NIH) https://t.co/Fej0WJ204X, see more https://t.co/kME3G1o122"
90140,REAL,"IDEAS Info Officers will be part of the team answering calls and making sure people have the help they need at this time. 

For information about the helpline see: 
https://t.co/4QXB1DOtPe
Free Call: 1800 643 787

See IDEAS Media Release here: 
https://t.co/eDUUqYueDV"
90141,REAL,New drug target found for COVID-19 - Neuroscience News via BrainSights for iOS https://t.co/0oNe89BhoF
90142,REAL,"@nytimes If you are looking for a High-quality Graphic Designer who can design modern &amp; minimalist Logos, I'm your freelancer : )

Let's create something amazing! Place an order now 👉 https://t.co/zeMKle5EGp"
90143,REAL,"@CNN @jaketapper @BigBird @drsanjaygupta @EricaRHill Education and getting the Right Information Regarding the CoronovaVirus, your Keys to Survival. Check out my last tweet on my Tweets (note by international scientists) studying the virus, regarding a ""b"
90144,FAKE,Governors across the U.S. are announcing that the current school year will be repeated due to coronavirus school closings.
90145,FAKE,"RT @FloridaFrecks: Rush Limbaugh, a Palm Beach resident, says Irma and climate change are a deep state conspiracy. I hope science knocks hi…"
90146,REAL,"@AlexBerenson Even if the rate was 62K every 4 months and that was WITHOUT the extreme measures we've had to put in place, that would come to over 180K deaths by year's end. But since it grows exponentially, if we don't continue these measures, it will be"
90147,REAL,"@_atanas_ 'He [Umberto Maggiore, MD] reported that his team has used the gout drug #colchicine, among others, in the successful treatment of two #kidney transplant patients with #COVID19 who both recovered. The key, he believes, is starting treatment befo"
90148,REAL,"Saturday's. So our 5 office locations will be open &amp; testing people, starting tomorrow. I will be working those 3 Saturdays. Meaning will be extra money. Hope this pandemic ends soon, so we can be w/each again

Stay safe, be healthy &amp; stay hydrated! Love you all! 💕🤗🥰

~ V💜"
90149,REAL,COVID-19 Will Mutate — What That Means for a Vaccine https://t.co/8T5EutD4cr via @healthline
90150,FAKE,"@ric4100 @politico @realDonaldTrump Don’t worry. Americans are free to be anti vaccination and free to die. Land of free, hooray!"
90151,FAKE,Royal Palace confirms Queen Elizabeth tests positive for coronavirus https://t.co/Zr2pD38uzf
90152,REAL,"If you think you have been exposed to COVID-19 and develop a fever and symptoms, such as cough or difficulty breathing, call your healthcare provider for medical advice. If you do not have a healthcare provider, call:

Johnson County COVID-19 Hotline
913.715.2819
M-F, 8 AM-5 PM"
90153,REAL,@WHO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO @WHOSEARO @WHOWPRO Overexpression of ACE in myeloid (immune and epithelial) cells results in Ca++ recruitment.  Could ACE also result in calcium chloride-associated fluid retention (relevant to Covid19 lung fill
90154,REAL,"24) #NewCrownVirus 👑

MUST READ follow the links in article❗️

January 28 as coronavirus was spreading to the United States and Europe, Department of Justice announced that Dr. Charles Lieber had been charged in connection with aiding Communist China🇨🇳
https://t.co/3WT254B93N"
90155,REAL,Interim Laboratory Biosafety Guidelines for Handling and Processing Specimens Associated with Coronavirus Disease 2019 (COVID-19)
90156,REAL,"The new coronavirus was not man-made, study shows https://t.co/gSXXKvNNTk via @healthline"
90157,FAKE,New study links climate change in England El Niño–Southern Oscillation cycle and the Hale sunspot cycle https://t.co/Eqg7q20OlQ
90158,REAL,The Lancet retracts study that fueled hydroxychloroquine concerns - Axios#  https://t.co/eDbFHwxEKP
90159,REAL,"Greek border security forces sexually assaulted this Syrian man’s wife &amp; then beat him &amp; his 2-year-old daughter before pushing them back to Turkey, like 1000s of other asylum seekers &amp; migrants - how will Greece &amp; EU end these unconscionable abuses? @HRW https://t.co/Qlg5vPh2jQ https://t.co/iNX2fEdOIO"
90160,REAL,@Seth_Kaplan New cases include duplicates and false positives.
90161,REAL,"General Tafanelli says if we stand an y chance to reduce the impact on our hospitals and the overall spread, this is the kind of measure that will be consistent with preventing further spread of the virus. #kakenews #coronavirus #covid19"
90162,REAL,Interim Guidelines for COVID-19 Antibody Testing
90163,REAL,@Heartless_Lyn What’s going on?
90164,REAL,"#MondayMorning what are your plans today? Dont forget to schedule in some naughty time 😈  #nzplatinumgirls #nzlockdown #onlinesex #downloadablevideos 

Brooke ❤ xo https://t.co/Onk40sEgu8"
90165,REAL,Clues to COVID-19 coronavirus's vulnerability emerge from an antibody against SARS https://t.co/NWj4LwRNto
90166,REAL,Drinking alcohol does not protect you against COVID-19 and can be dangerous
90167,REAL,@JonathanWogel @happyhippy2015 @TimWardCam @bbclaurak The test shows you if you’ve had covid-19 - that is the whole point of the test
90168,REAL,"@language_news @InterRausch @adrechsel @techforword @timbrebkk The way you do it is you prove to the court they do not know law &amp; procedure, and nobody has officially tested their interpreting skills in the U.S. Most lawyers hiring foreign interpreter"
90169,REAL,"Counties with the most new cases in Arkansas for June 1:
- Lee +95; 100% of 66 tests
- Washington +56; 30.5% of 185 
- Pulaski +44; 5.7% of 771
- Benton +29; 12.3% of 236
- Yell +28; 27.7% of 101
- Saline +17; 10.3% of 165
- Faulkner +15; 7.4% of 202
- Mississippi +12; 40% of 30"
90170,REAL,@MysterySolvent @MikeMikeeguitar Name one time he has ever spoken a single truth. #TrumpLiesEverytimeHeSpeaks
90171,REAL,"Dear team, can we get an information on is COVID-19 Airborne?
Eagerly waiting for yours reply, 
Thanks.  @WHO"
90172,REAL,@ESPNNFL Politicians=evil. Fauci serves several presidents (mostly politicians) making him unelected politician &amp; policy maker. Fauci=evil.
90173,FAKE,Lab-Made Coronavirus Triggers Debate https://t.co/DADQ0bDqM5
90174,REAL,"Wearing a Mask Can Help Us Get Out of Lockdown Safely 

https://t.co/N4jsqchzFU via @healthline"
90175,REAL,@SSharmacardio @SilCastelletti @WebMD Very helpful!! My son’s school starting soccer practice in RI (daily new cases 40-70 in past week or two). I’ve been nervous about him playing. Interesting: no masks are needed? Hoping coach won’t allow them 2 t
90176,FAKE,"Coronavirus Contains ""HIV Insertions"", Stoking Fears Over Artificially Created Bioweapon | Zero Hedge https://t.co/FURDOSVasW"
90177,REAL,Median incubation period for COVID-19 is just over 5 days https://t.co/9l0k3bkUjf
90178,REAL,"Checklist to Manage Hyperglycemia, DKA in Severe COVID-19 https://t.co/GgI4ju4Ct4 https://t.co/GGqAVPmrv4"
90179,REAL,@uksciencechief @AstraZeneca @UniofOxford Is it not time to also start funding MITs Dr Rider’s exciting anti viral therapies? https://t.co/NgNIcWmpCi
90180,REAL,COVID-19 Can Trigger Serious Heart Injuries https://t.co/kC7g5TTO9B from @WebMD
90181,REAL,"What is a coronavirus? What is COVID-19? 

TED Fellow Alanna Shaikh explains it and goes further in debating how to prepare for this and future outbreaks.  

https://t.co/s7cFh9zMqJ

#COVID19 #coronavirus"
90182,REAL,New technology can detect anti-virus antibody in 20 minutes https://t.co/cz5RLo7CAB
90183,REAL,NIH begins study to quantify undetected cases of coronavirus infection https://t.co/zy5471owsX
90184,REAL,Immunity to coronaviruses: What do we know so far? https://t.co/QATFV4vfBE #Covid_19
90185,REAL,"""When people get infected with this illness, when they start suffering, it is the government's responsibility to help them.”
@BBhuttoZardari"
90186,REAL,"@presidenticmai Respected sir, when can we expect verification results? Plz answer sir"
90187,REAL,"""the seasonal flu kills more"" 
Shut
The 
Fuck
Up"
90188,REAL,"We have not found any credible information on the microbe being heavy or falling to the ground! As for airborne lifespan, it does seem possible for the disease to survive for some time in the air and to be transmitted this way. -RF #AskPopSci

https://t.co/6Gm2bI32W2 https://t.co/tuSl6oAuDl"
90189,REAL,@GagaUnderKinney babylon and doves have had some leaks though
90190,REAL,Sexual harassment and gender-based harassment are considered discrimination under the Equality Act: https://t.co/YFnialoVkV
90191,REAL,What is herd immunity and why is it important in our understanding of the #coronavirus pandemic? https://t.co/eemNfphKIF #COVID-19 #SciChat #SciComm
90192,REAL,COVID-19: 3-drug combo treatment may be successful https://t.co/iRZm5N0VZL
90193,REAL,"The researchers also link the children's gastrointestinal symptoms, which have been recorded in adult patients, to an additional potential route of infection.

Coronavirus infection in children—it may not start with a cough

https://t.co/EKo2ksP8Pl"
