index,category,text
5025,FAKE,"BELGIUM HEALTH MINISTER PUTS BAN ON NON-ESSENTIAL SEXUAL ACTIVITIES OF PERSONS 3 OR GREATER IN INDOOR AREAS

あ、青姦ならいいのか( ﾟ∀ﾟ)
(やめなさいww)"
5026,REAL,@SteveHiltonx @DavidNeeleman @NextRevFNC I’d like to add one more question for Dr. Fauci. “What are the public health implications of mass poverty on the level of the Great Depression?”
5027,FAKE,Wisconsin Governor Tony Evers is �pushing firearm confiscation orders.�
5028,REAL,"How to partner with communities a focus - like Communities Count https://t.co/hLtis6nrRj 

That's the webcast! Thanks for joining and slides/info (recording in the future) at https://t.co/6oBWsptpBP #HTIP"
5029,REAL,"10 Tips for Safe Grocery Shopping During the Coronavirus Outbreak

We reached out to some of the nation's most popular grocery stores to find out how to shop safely to protect yourself, store employees and other shoppers.
By Lauren…https://t.co/0CIcuZA9Wg https://t.co/5JBijdRWvb"
5030,REAL,"However, if you are hospitalized for the 2019-nCoV, you may receive antibiotics because bacterial co-infection is possible. https://t.co/WpTNgsfJMU"
5031,REAL,"@RegisB_UK @afneil FYI
https://t.co/TQ4UROgM7J"
5032,REAL,COVID-19: Study estimates rate of ‘silent transmission’ https://t.co/OGuy5bt2p5 via @healthline
5033,REAL,2 SA citizens on Japan cruise ship to return home after cleared of coronavirus https://t.co/BHTvsKNWor
5034,REAL,"Is It Safe to Go Out to Eat?: When you’re going out to eat, the CDC suggests that you ahead, not only for reservations, but to confirm that COVID-19 safety measures are being followed. https://t.co/Vho4XB29MB"
5035,REAL,Where Did the COVID-19 Virus Come From? https://t.co/qrnnf6Q84E
5036,REAL,@BpsmithUk @Siege_Perilous @etxberria55 @TheFabledAesop does all that variation and constant mutation mean the only way to effectively reduce it is through social separation? That really would mean vast changes for society?
5037,REAL,"How are COVID-19 tests administered? What is antibody testing? And when should you consider going to the emergency room?

Dr. Keith Eppich gives updates on everything you need to know right now about the coronavirus!
https://t.co/9ofTeNFiBS https://t.co/g5bf8YtFMw"
5038,REAL,"Air pollution may affect the lethality of COVID-19

New research suggests that air pollution may have an effect on the number of people who die from COVID-19."
5039,FAKE,"Coronavirus Contains ""HIV Insertions"", Stoking Fears Over Artificially Created Bioweapon | Zero Hedge https://t.co/t0xqJTg5cK"
5040,REAL,"@realTuckFrumper I believe it. Especially if they lose a loved 1 &amp; couldn't be w/them to comfort them.
I'm a Mom &amp; Grandma, if I lost 1 or both of my sons or grandchildren, I'd be so heartbroken, idk if I could or would, want to go on. It was hard"
5041,REAL,Good News on Remdesivir's Power to Treat COVID-19 https://t.co/2v25BaYrhd from @WebMD @drgrimey
5042,REAL,COVID-19: The immune system can fight back -- ScienceDaily https://t.co/nbzIKRuHQr
5043,REAL,What Is A Coronavirus?  https://t.co/QGhsRKZh6x
5044,REAL,Obesity New Risk Factor for Young COVID Patients https://t.co/Vyg1ZBrf5W
5045,REAL,"Pampanga Gov. Dennis Pineda: Ang health system natin dito sa Pampanga ang isa sa mga maipagmamalaki ko - monitored lahat, mabilis ang contact tracing, pati pagsundo ng positive cases sa mga barangay."
5046,REAL,"5/19 Trusts have also made as many staff as possible available for testing to support wider testing effort. NHS will today reach end April 25,000 tests/day target it was set. But overall national testing effort has struggled &amp; lots of work still needed to make it fit for purpose."
5047,REAL,@NIH Just now??? Haven't we been talking about this combo for like 6 weeks?
5048,REAL,COVID-19: Employers Cut Doc Pay and Bonuses: What's Your Recourse? https://t.co/erb9SdB4ox via @medscape
5049,REAL,MMR vaccine could protect against the worst symptoms of COVID-19 https://t.co/MEWOpXtkEk
5050,REAL,"Cure/vaccine for COVID-19
There's no cure for the virus and just like any virus, you wait it out and you treat the symptoms. If patients develop pneumonia, they are admitted to the hospital. If ARDS they are directly put on a ventilator in the ICU. Vaccine is at least 1y away."
5051,REAL,"Are antibiotics effective in preventing or treating the COVID-19? 

No. 
Antibiotics do not work against viruses, they only work on bacterial infections. 

COVID-19 is caused by a virus, so antibiotics do not work."
5052,REAL,COVID-19 vaccine candidate shows promise in first peer-reviewed research https://t.co/I0QoadXTfG
5053,REAL,"TONIGHT: #Newsnight has seen evidence that staff at England's only children’s NHS gender clinic say their concerns over the care provided were ‘shut down’.
 
Clinicians reported worries that some patients were referred onto a gender transitioning pathway too quickly.
 
22:45 https://t.co/aejvS4WVWV"
5054,REAL,@ForSnehadeep Be careful
5055,REAL,@doodlemoodle @ButteryRoyals @GaryBurgessCI @ITVChannelTV If they test positive the contact tracing team will be in contact with them. It won’t be up to them to contact the team.
5056,REAL,New coronavirus stable for hours on surfaces https://t.co/gUqF78EK6j
5057,REAL,A new study in the Annals of Internal Medicine co-authored by a UMass Amherst researcher calculates the median incubation period for COVID-19 is about five days and 97.5% of people develop symptoms within 11.5 days. https://t.co/YZstxaypBu via @umassscience #coronavirus
5058,REAL,"How I Stopped Stressing and Embraced My Kid’s Distance Learning

https://t.co/k9UoODE9sW"
5059,REAL,@vitalinolorena Kkkkkkkkk oxe
5060,REAL,@Givemeyouropin1 @heyhopebarker @Ryland_Adams Actually people are trashing all of them because every single one of them are acting like kids over very serious allegations
5061,REAL,@InovioPharma Well done! Great job!
5062,REAL,@dzniringiye @DianaAtwine Go slow brother
5063,REAL,"@ElleZamina @JustSayXtian @CarlyPildis Wait ""White"" Jews is precisely the problem here. Jews were mass murd_red because they weren't White. At issue here is the media and academia pretending Jews are White."
5064,REAL,"CMS Loosens Telehealth, Clinician Scope-of-Practice Rules https://t.co/LO1vg0t2PR"
5065,REAL,"@thrasherxy @sbagen Wrong @profwiley (myself) tagged here but this does look super important.

Cc: @ProfLWiley"
5066,REAL,Pangolins may possess evolutionary advantage against coronavirus https://t.co/DOXHIvCSbI vía @frontiersin
5067,REAL,"@Cytiva @WorldPharmaNews @vmsandler @HemoGenyx looking forward to future mice updates and see how our mice match up.
Hope you have enough cheese to get mice in the right mood 🐭🐁"
5068,FAKE,@ksmkkbookscom Fake report. Not sure if the news is any different :-)
5069,REAL,"50 NYC Education Employees, Including At Least 21 School Teachers, Have Died of COVID-19 https://t.co/eEcqH3pLz2 via @democracynow"
5070,REAL,"Checklist to Manage Hyperglycemia, DKA in Severe COVID-19
https://t.co/mG0SQlxug5"
5071,FAKE,"女王陛下までもが…。
#新型コロナウイルス 陽性

▼Royal Palace confirms Queen Elizabeth tests positive for coronavirus https://t.co/Lw0tgg5zrj"
5072,REAL,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Does the new #coronavirus (2019-nC0V) affect older people, or are younger people also susceptible?
A: People of all ages can be infected by the virus.
Older people &amp; those with pre-existing "
5073,REAL,@DrZweliMkhize Khabazela! Siyabonga.  Be strong as as always!
5074,REAL,@detroitnews Democrats dirty rotten to the core
5075,REAL,Researchers Show Children Are Silent Spreaders of Virus That Causes COVID-19
5076,REAL,@StevieTheFixer @carol_hulme @BBCNews Exactly that. It would only tell you if you have it or not at the time of testing. You can catch it within minutes of being tested. It’s the antibodies test we need
5077,REAL,@bloomsburykid @polecattimes @LBC @MatthewStadlen As British we built the NHS  our ancestors built  our fortune. It's not to be given to anyone... cue you're a racist comments. Its 2 weeks wages
5078,REAL,"#Osteoporosis treatment may also protect against #pneumonia @ASBMR via @nytimes 
https://t.co/EU8TZEVB4s"
5079,REAL,Via Health Now - Study to determine incidence of novel coronavirus infection in U.S. children begins | National Institutes of Health (NIH) | #COVID19 #NIH  https://t.co/J5xyiIqAtr
5080,REAL,"@combat_boot Bears, I promise you will look no further than Feature 2."
5081,REAL,"None of this is to make light of COVID-19, or to overly focus on the numbers. Every death from this disease is regrettable. The numbers do help us with understanding. 15/X"
5082,REAL,"@MDlucas22 @Brent68189672 @chrisgalea @brianstelter First of all, I never compared Trump to Hitler. Trump is not that smart.

Second, I would never cede my civil liberties to anyone, least of all to an idiotic orange man-child like trump.

And third, I ha"
5083,REAL,So don't feel too bad if you don't get that text. Most people may not feel to communicate through technology and may desire much more personal contact with someone that feels like their other half. Long distance relationships may suffer.
5084,REAL,"Why Face Masks Are Crucial Now in the Battle Against COVID-19 https://t.co/C1rfd63hen 来自 
@YouTube"
5085,REAL,@Channel4News All 60 million of us! I don't think so mate. I certainly wouldn't be taking it
5086,REAL,"@Papa_Zebb Trust me bro, you know someone who has it, they may not even know it. People be symptom free. Matta fact, just assume everyone has. Rand Paul got it, Harvey Weinstein bum ass to it too."
5087,FAKE,@silaserafim Όπως έπαιζαν τα δελτία άρθρα από το Κουλούρι. Α ρε Σιλα
5088,REAL,Is It Safe to Play Sports? https://t.co/oeGNy3FA9W from @WebMD
5089,FAKE,"Well, this should stop the epidemic. 🤦‍♂️

Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas https://t.co/dmMfcjOQsY"
5090,REAL,@problemisthat_ @Nna_Ke_Tlhapi @KyanaSP Vuyisa are fighting ? Am not am just teling the truth yes your right we need to respect each other is true that .but white there treated nice check all the video since corona stated
5091,REAL,"#AnimalHealthUK
#animalhealthandhealing
#animalhealth
#animalhealing
#animalwellbeing
#animalwelfare
#animalsafety
#poundbury
#lovepoundbury
#poundburypaws
#poundburybusiness
#poundburybusinesses
#dorset
#lovedorset
#dorsetbusiness
#dorsetbusinesses
#dorsetretail"
5092,REAL,Considerations for Inpatient Obstetric Healthcare Settings
5093,REAL,CMS Suspends Advance Payment Program to Clinicians for COVID-19
5094,REAL,"What are the symptoms of Covid-19?​ Let's watch a new episode of ""Q&amp;A about Covid-19"" to know what are the symptoms of Covid-19. #Covid19kh https://t.co/BGvRmXew4i"
5095,REAL,Un potencial tratamiento en el horizonte / NIH Clinical Trial Shows Remdesivir Accelerates Recovery from Advanced COVID-19 | NIH: National Institute of Allergy and Infectious Diseases https://t.co/NJbWmgjnDJ
5096,REAL,"How the sunlight kills the COVID-19?
Studies suggest that Coronavirous may persist on surface for  a few hours or up to days.This may under different conditions (e.g Type of surface, temerature or humidity.
@360MuslimExpert 
@UN 
@WHO
#BreakingTheMythsWith360 https://t.co/pgfxvQxVyS"
5097,REAL,COVID-19 Virus Found in Stool May Be Infectious https://t.co/KfErp6YUHA vía @medscape
5098,REAL,@NPR And we are all “happy she’s back” and “thriving.”
5099,REAL,"I think it has more to do with protests, looting and violence... COVID Surges Among Young Adults https://t.co/brAgWzBlhq from @WebMD"
5100,REAL,"""#Health Insurance News: Cancer Patients Report Delays in Treatment Because of COVID-19 #News"" #StayHomeSaveLives: https://t.co/tCjFF2idRa"
5101,REAL,NBA to Use High-Tech Rings to Help Detect COVID-19 https://t.co/VumeOYWfHM https://t.co/7RtFxrkkr9
5102,REAL,Microglia in the olfactory bulb have a nose for protecting the brain from infection - https://t.co/tr3eHwhKBn via @neurosciencenew
5103,REAL,"Yes, @BeckyBlank: Badgers protect each other. So how can you and @UWMadison even consider exposing so many graduate workers to COVID-19 this fall?

Here is exactly how your ""smart restart"" plan puts our lives in danger. https://t.co/uil5WmgjeR"
5104,FAKE,COVID-19: Chinese health authorities confirm patient zero 'had sex with bats' https://t.co/DOQLDmfixN
5105,REAL,@Cigarvolante @cspanwj Well I think you can over indulge in Licorice root tea .. maybe too much zinc?
5106,REAL,COVID-19 Can Have Serious Effects on People with Mental Health Disorders: https://t.co/c9Hcl5y5Nj
5107,REAL,Un nouveau diagnostic d'IA peut prédire le COVID-19 sans test  #IA #AI #IntelligenceArtificielle New AI diagnostic can predict COVID-19 without testing - https://t.co/cSL08xvOgL via @neurosciencenew
5108,REAL,NIH begins clinical trial of hydroxychloroquine and azithromycin to treat COVID-19 https://t.co/dwyHo44odV
5109,REAL,Possible coronavirus drug identified: Ivermectin stops SARS-CoV-2 virus growing in cell culture https://t.co/6EF0NPUo4L
5110,REAL,People with Disabilities
5111,REAL,A more everyday example is offensive jokes concerning homosexuality that are uttered during coffee table discussions or sports activities. Verbal harassment may constitute a form of harassment that is prohibited by the Non-Discrimination Act.
5112,REAL,A close relative of SARS-CoV-2 found in bats offers more evidence it evolved naturally https://t.co/arLpjRXmBU
5113,REAL,@TheGinaP @SoapSass Went outside today the wind was blowing all sorts of stuff now my eyes itching and nose is running thought it was the Rona. Damn #rona got me paranoid no more outdoors for me until April 30th
5114,REAL,"1. Very few people have any business owning a giant sized reptile of any sort (not just snakes but sulcatas, iguanas, etc) https://t.co/8AQuRmZHGv"
5115,REAL,How COVID-19 kills https://t.co/iDARR0PwvH via @frontiersin
5116,REAL,"@CMWooly @thehill @PressSec What is a disinfectant?

And, why are the Democrats doubling down insisting that the only definition is bleach, lysol and clorox?"
5117,REAL,COVID-19 Vaccine Candidate Shows Promise in First Peer-Reviewed Research https://t.co/1SM7WxrFSx
5118,REAL,"My colleagues at the @JohnsHopkinsSPH now say that the median incubation period of #Covid_19 from exposure to onset is 5.1 days. 

Follow @JohnsHopkinsSPH for more updates. https://t.co/YuY9o3E5qG"
5119,FAKE,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/A5TxFmwNr2
5120,FAKE,"@TVale2012 No será noticia falsa?
O como se dice en correcto español y para que se me entienda:
No  será fake news?"
5121,REAL,⁦@FatEmperor⁩ ⁦@MLevitt_NP2013⁩ ⁦@EthicalSkeptic⁩  So now he’s saying that even with 66% of the country getting the vax it’s not enough for herd immunity. Thoughts?? Is this the pandemic that goes on forever? That’s what is being sold. https://t.co/prwS7YvX0b
5122,REAL,"Engineered virus might be able to block coronavirus infections, mouse study shows https://t.co/Ao5F6Lmbv8"
5123,REAL,"@ScotsFyre @HotlineJosh It’s 100 % bullshit ...thus virus is so mild, almost everyone who contracts it doesn’t even know it , certainly never needs medical care or to be hospitalized .
  
Outside a narrow sliver of very vulnerable , already sick , eld"
5124,FAKE,21 million Chinese died of coronavirus – US intelligence officials intercept data - Trump Train https://t.co/VYpp7vUFUq
5125,FAKE,"@RealJohnDennis @SpeakerPelosi @realDonaldTrump When she opens her trap, I'm always 🤦‍♂️"
5126,REAL,"...are getting the virus. we have a vaccine for the flu, COVID-19 is quickly being studied so that a vaccine can be provided. it doesn’t matter how many deaths happen, it matters we don’t continue to give it a reason to cause MORE of it to happen. does it excite y’all to see(1/?)"
5127,REAL,@ellymelly @B_Bolshevik100 @InnesKay The app is a dangerous precedent and a very slippery slope. Our numbers are fast going down. Why do we need it?
5128,REAL,"The protests took place last Wednesday.  This report was written on Monday.  

The median incubation period for COVID-19 is just over 5 days and that 97.5% of people who develop symptoms will do so within 11.5 days of infection.

No surprises here.

https://t.co/nS9Y8WSvoL"
5129,REAL,@CNN @BigBird @drsanjaygupta @EricaRHill Fghga
5130,REAL,"I’m also encouraged by the fact that the Governor said that southwest Pennsylvania is close and hopeful that we will move to yellow in the next announcement.

We can’t do that unless we stay vigilant and continue to follow the guidance put forth by our health professionals."
5131,REAL,"First, this is hopeful and amazing news👇.

Second, this took 2 months. ALS drugs take 6 years or more. What the actual fuck????

NIH Clinical Trial Shows Remdesivir Accelerates Recovery from Advanced COVID-19 https://t.co/gVXjTEvYrG"
5132,REAL,Clorox and Cleveland Clinic Release Guide to Help People Stay Safer at Home During COVID-19
5133,REAL,@mayaharris_ @AltStateDpt @CAPAction Heartbreaking! He’s destroying so many lives.
5134,REAL,"2
@TeamPakGuardian 
@JabeenJuned
#جومحدود_وہ_محفوظ 
 you should frequently clean your hands with an alcohol-based hand rub or wash them with soap and water. https://t.co/1fnMKb17hM"
5135,REAL,Medical Societies Issue Bold Statement of Physician Support https://t.co/gfop9gXmCc via @medscape
5136,REAL,@NatalieKalibat The best and most beautiful anchor in Richmond! 👱🏻‍♀️🌟
5137,REAL,New details on how a viral protein puts the brakes on virus replication https://t.co/te0h71X39d https://t.co/cexsQrl2vB
5138,REAL,#humemployee Changes to Your Daily Routine During COVID-19 Can Make You Happier https://t.co/UHMN20DXEP
5139,REAL,"The ADA mandates “reasonable accommodations,” but courts haven't required open-ended grants of leave to disabled employees or paid leave in any case. The FMLA requires employers to grant only unpaid leave (assuming covid vulnerability even counts as a “serious health condition."")"
5140,REAL,@eXilius333 @NW_Horadam @elonmusk Yes because the global cabal doesn't operate in just one country. They couldn't care less what destruction they cause to economies etc and they want the world to follow the China model for obvious reasons. Here's what the
5141,REAL,CDC adds six new symptoms to the Covid-19 list https://t.co/naGPTJEa8f
5142,FAKE,"マジか。。
もう真偽を何処まで信じて良いやらわからん国だけに有りうるっちゃ有りうる

CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China https://t.co/21dwxVr2dB"
5143,REAL,@edward_baker84 I don’t think I’m allowed to play football yet. Not unless I live with 21 other players and a ref. Although apparently we can play basketball and other non-contact sports (have I been playing basketball THAT wrong all these years?).
5144,REAL,NIH clinical trial of investigational vaccine for COVID-19 begins | National Institutes of Health (NIH) #كوفيد_19 #كورونا  https://t.co/AuDxioUR5e
5145,REAL,"@FreedomWins10 @MattWalshBlog @brad_polumbo The crime is garbage. Pretty sure there's a good bipartisan consensus now that the war of drugs was horrible and dumb. So why are these drug laws still around?

What do you mean by result? People getting arreste"
5146,REAL,First childhood flu helps explain why virus hits some people harder than others https://t.co/I59FUIcgQW via @medical_xpress
5147,REAL,Building a better #flu shot https://t.co/SnHT75NW0a via @michiganstateu https://t.co/9dEGTlUrau
5148,REAL,@WHO @WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO WHO is the agent of China to lie
5149,REAL,"Can eating garlic help prevent infection with the new coronavirus?
Garlic is a healthy food that may have some antimicrobial properties. However, there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus.

#stayhome #staysafe https://t.co/2NEqiSOnf1"
5150,REAL,"""Current U.S. treatment guidelines do not recommend the use of CQ or HCQ in hospitalized patients with COVID-19 outside of a clinical trial, and the NIH guidelines now recommend against such use outside of a clinical trial.""

#FDA 
#Hydroxychloroquine 

4/x"
5151,REAL,"dangerous levels. OSHA states in its preamble to a document called the Respiratory Protection Standard that going below 19.5% can cause “increased breathing rates, accelerated heartbeat and impaired thinking” as well as “impaired attention, thinking, and coordination, even in"
5152,REAL,@DeltaTrader4 @inmybackyardpls @mitchellvii About 10 times more deadly. There are fewer cases because it hasn’t been spreading in the US since October. It is more infectious than the flu (R0 is ~2.5 for COVID and half that for the flu)
5153,REAL,"Now we're on to petitions and remonstrances. Again to speak is Tim Havens, who last meeting called for more oversight and involvement with policing by council. 

Havens said he showed this video to four experts, all of whom said it was improper. https://t.co/mNdOL7FUfB"
5154,REAL,@CNN @BigBird @drsanjaygupta @EricaRHill What's up with Big Bird's voice?
5155,REAL,A ray of hope in treatment.  Proceed with caution. Antiviral remdesivir prevents disease progression in monkeys with COVID-19 | National Institutes of Health (NIH) https://t.co/RuQsA4KuSe
5156,FAKE,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/opf88IA7Gy
5157,REAL,"President Trump says ""the peak is behind us"" and the curve has been flattened in the nation's fight against #coronavirus and #COVID19, as he unveils his 18-page plan for states to reopen, some as soon as May 1."
5158,REAL,Big Surprise Medical Bills for COVID Survivors https://t.co/sevBHiMF0V
5159,FAKE,CDC says coronavirus RNA found in Princess Cruise ship cabins up to 17 days after passengers left https://t.co/bjdwyeQGag
5160,REAL,How to Clean Common Surfaces During the COVID-19 Outbreak https://t.co/O4zMo1Jrl1 via @healthline
5161,FAKE,@LaMakaSegovia @PublimetroChile Royal Palace confirms Queen Elizabeth tests positive for coronavirus https://t.co/D2zK47XXOs
5162,FAKE,CDC says coronavirus RNA found in Princess Cruise ship cabins up to 17 days after passengers left https://t.co/Phg3cfiN70
5163,FAKE,Bill and Melinda Gates Foundation &amp; Others Predicted Up To 65 Million Deaths Via Coronavirus – In Simulation Ran 3 Months Ago! https://t.co/dqUrmanSPc Does this not sound suspicious? To me it does for sure!
5164,REAL,@vdcl_001 Be carefull everyone
5165,REAL,"@ImHewAlan @nypost This is meant to say George Floyd protestors, not George Floyd specifically"
5166,REAL,Rising Hospitalization Number for Kids in Florida
5167,FAKE,Vatican confirms Pope Francis and two aides test positive for Coronavirus - MCM https://t.co/E6q0pgYFG2
5168,REAL,@ItsRickButler One asymptomatic person can infect an entire community &amp; our rural hospital are designed for that outbreak. Just look at counties in Iowa or South Dakota where they've had outbreaks because of the lack of stay at home policies.
5169,REAL,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHOEMRO @WHO_Europe @WHOAFRO Q: How are people appointed to the expert advisory panel of the International Health Regulations Emergency Committee?
A: https://t.co/1JuCwPTvoY

#coronavirus https://t.co/EtAoH5iZI8"
5170,FAKE,"@BoSnerdley #Rush asked what other prominent men have grown a beard? @RushLimbaugh
#CDC @CDCgov
Alex Azar @SecAzar @HHSGov 
United States Secretary of Health and Human Services

https://t.co/iaqG2Z7WYR"
5171,REAL,When and How to Clean Your Phone During the COVID-19 Outbreak https://t.co/xL2is69wAB via @healthline -&gt; Don't forget to clean your smartphone often. #covid19 #coronavirus
5172,REAL,Newly discovered cell type plays crucial role in immune response to respiratory infections | EurekAlert! Science News https://t.co/4L4j1JoOuL
5173,REAL,@_naya_ah Thought we already had 15?  So now 20?  I bet we have many more.
5174,REAL,@KOAARobQuirk They should use abandoned malls.
5175,REAL,COVID-19: The immune system can fight back https://t.co/UnGQmDCDU9
5176,FAKE,"@DowdEdward Over 2% of human genome is made up of viral genetic material due to DNA alteration over time due to viral infections.  With that being said, I don’t trust injecting yourself synthetic viruses - consequences unknown"
5177,FAKE,Do hand dryers kill coronavirus? Does garlic protect you? Health experts have answers https://t.co/tdzgLLMzF1 https://t.co/fE4PClaozi
5178,REAL,Wuhan study shows lying face down improves breathing in severe COVID-19 | EurekAlert! https://t.co/R3PegelUmx
5179,REAL,"@JoshuaL01515665 @latimes CA is implementing mass testing, they created themselves starting in Los Angeles. Just letting the whole US 330 million people get sick is giving up. Viruses mutate then we get sick again and again until the herd is gone."
5180,REAL,Beware of false negatives in diagnostic testing of COVID-19 https://t.co/PF1gMldlEw #science
5181,REAL,COVID-19 a reminder of the challenge of emerging infectious diseases @WorldPharmaNews | #ECM https://t.co/LyQPVSJ1JA
5182,REAL,"@GinaMurrell1 Yay, Gina! What a great way to share and create with students and others."
5183,REAL,"@WHO @katzeye75 @WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Funny, but you ALWAYS call it #WRONG somehow.
#WorldHealthOrganization #WHO"
5184,REAL,"@dropeik @badandysoria @RealTimers @billmaher Yes, this is true, but how are respiratory droplets spread? People cough them into the air and then they move. Through the air. They literally spread in the air."
5185,REAL,@JRWMFC @Johnnypapa64 You do realise that it takes at least 2-3 weeks for any measures to make a difference right?
5186,FAKE,"#CoronaVirusUpdates 🔴🔴

Pope Tests Negative For #coronavirus 

#Italy Report Says | Article [AMP] | Reuters https://t.co/7IVy8k5t0l
#CoronaOutbreak #Covid_19 https://t.co/BY5YjVxIm8"
5187,REAL,Manufacturing Workers and Employers
5188,REAL,@IAmMyBestToday @MindTendencies2 Yes yes that's my goal and working on myself..
5189,REAL,Alzheimer's Gene Linked to Severe COVID-19 Risk - https://t.co/a0HrUVXM8V #GoogleAlerts
5190,REAL,Michigan Convent Loses 13 Sisters to Coronavirus
5191,REAL,@dcexaminer @Surgeon_General Forget the warnings; let's get this gloom and doom behind us.
5192,REAL,COVID-19 and Cooling Centers
5193,REAL,"'GMA' anchor George Stephanopoulos has been diagnosed with coronavirus

https://t.co/czsBDoIc7I https://t.co/n13mlfPhZ6"
5194,REAL,"The FDA is not your friend. They will do anything to push a lucrative vaccine, even endanger your health. FDA Withdraws Emergency Use Authorization For Hydroxychloroquine https://t.co/GiIp7xb8BS"
5195,REAL,NIH Clinical Trial Shows Remdesivir Accelerates Recovery from Advanced COVID-19 | NIH: National Institute of Allergy and Infectious Diseases https://t.co/xewquVAFBM
5196,REAL,@JustinTrudeau @cafreeland You Are great
5197,REAL,"Local News - Microglia in the olfactory bulb have a nose for protecting the brain from infection: Read Latest News Now ­­Researchers at the National Institute of Neurological Disorders and Stroke (NINDS), a part of ... #NeurologicalDisorders… https://t.co/LDb2lelY11"
5198,REAL,Reducing severe breathlessness and psychological trauma in COVID-19 ARDS survivors https://t.co/P5vw8xfscN #science
5199,REAL,@NPR Best news of the day!
5200,REAL,"Q &amp; A: #COVID19 

1⃣ Who can catch the 2019-nCoV virus?

👉People living or travelling in an area where the 2019-nCoV is circulating may be at risk of infection.

👉https://t.co/3AT7xTxtQE

#coronavirus https://t.co/nkMqgBaSmF"
5201,REAL,"@sturgeon_sue @ReneeFiredup @Christi72002967 @Passion_Comp3 @RepGalonski @realDonaldTrump Same profile, same virus (Corona). NIAID COVID-19 research efforts build on earlier research on severe acute respiratory syndrome (SARS) and Middle East respiratory "
