,news_id,tweet_id,reply_id,tweet_content
62,100338,1300401882066825217,1300438130076643330,"@thatsmanderley @BorisJohnson What on earth is this world coming too, absolutely ridiculous 🙄"
63,100338,1300401882066825217,1300439613241274369,@thatsmanderley @BorisJohnson My girls school said it’s up to us if under 11.. but by how the email was worded it was very pro .. when my girls turn 11 next year it be still a no from us !
64,100338,1300401882066825217,1300445062053212161,"@thatsmanderley @allisonpearson @BorisJohnson All it will take is a clear concise and broadly publicised information about their ineffectiveness (and potential harms), and I imagine all this will disappear very quickly."
69,100338,1300401882066825217,1300419204278038529,@thatsmanderley @BorisJohnson This has gone beyond a joke.
70,100338,1300401882066825217,1300429445963096065,"@thatsmanderley @allisonpearson @BorisJohnson Firstly, schools have ZERO authority to tell you what to do outside of school premises/hours... secondly, ALL parents from these schools need to get together as a collective &amp; remove the kids from school temporarily until this is revoked! Its appalling on every level!!"
71,100338,1300401882066825217,1300438130076643330,"@thatsmanderley @BorisJohnson What on earth is this world coming too, absolutely ridiculous 🙄"
72,100338,1300401882066825217,1300439613241274369,@thatsmanderley @BorisJohnson My girls school said it’s up to us if under 11.. but by how the email was worded it was very pro .. when my girls turn 11 next year it be still a no from us !
73,100338,1300401882066825217,1300445062053212161,"@thatsmanderley @allisonpearson @BorisJohnson All it will take is a clear concise and broadly publicised information about their ineffectiveness (and potential harms), and I imagine all this will disappear very quickly."
75,100338,1300401882066825217,1300446688772067334,"@thatsmanderley @BorisJohnson Ours, that you have, is in a low transmission area.  Why indeed. Walking to school - is not even within their remit to dictate is it."
78,100338,1300401882066825217,1300449800505176064,"@thatsmanderley @spiderweb945 @BorisJohnson Our kids should be breathing in fresh air walking to schools.Why would parents let this happen?I am in an area of low cases and yet my kids have got to wear them at school even though Boris said only in Lockdown areas. Waiting to hear back from school ,why they are doing it ."
80,100338,1300401882066825217,1300684077318778881,@thatsmanderley @BorisJohnson School in Christchurch is insisting on masks for all .. ALL DAY.. including classrooms. I hope they will be taking full responsibility for any health problems caused to pupils.
81,100338,1285601602452299776,1285862265485434880,"Obviously all children are different and some simply wont be able to wear a mask - which is fine. But if we’re going to bring very young children on very crowded modes of transport- their safety and the safety of others should be prioritised, even if they get upset for a while"
82,100338,1285601602452299776,1285826824073883648,"@Clarabkelly With all the will in the world, and with 13 years experience  working with children, I can just about convince my 4 year old to wear clothes."
83,100338,1285601602452299776,1285860736976261122,"@Clarabkelly because forcibly covering a toddler's mouth and nose is likely to cause them a lot of distress, especially when they don't and can't understand the reason for it."
84,100338,1285601602452299776,1285863686217891840,@eoinmauricedaly @Clarabkelly also in general I guess their coughs/sneezes/breathing is below the level of other people's faces so less likely to go on them
85,100338,1285601602452299776,1285864796999553024,@Clarabkelly Everyone should wear a mask. Children in other countries do.
86,100338,1285601602452299776,1285865773370691585,"@DrMaireadDB @Clarabkelly In France, it's mandatory for children over 11 and in Spain for children over 6. I doubt there is anywhere that legally requires the toddler that Clara is so disgusted by to wear a mask."
87,100338,1285601602452299776,1285867426324852736,@Clarabkelly Honestly...mine wear masks in my effort to reduce the amount of filthy looks they get when out and about.
88,100338,1285601602452299776,1285862265485434880,"Obviously all children are different and some simply wont be able to wear a mask - which is fine. But if we’re going to bring very young children on very crowded modes of transport- their safety and the safety of others should be prioritised, even if they get upset for a while"
89,100338,1285601602452299776,1285826824073883648,"@Clarabkelly With all the will in the world, and with 13 years experience  working with children, I can just about convince my 4 year old to wear clothes."
90,100338,1285601602452299776,1285860736976261122,"@Clarabkelly because forcibly covering a toddler's mouth and nose is likely to cause them a lot of distress, especially when they don't and can't understand the reason for it."
91,100338,1285601602452299776,1285863686217891840,@eoinmauricedaly @Clarabkelly also in general I guess their coughs/sneezes/breathing is below the level of other people's faces so less likely to go on them
92,100338,1285601602452299776,1285864796999553024,@Clarabkelly Everyone should wear a mask. Children in other countries do.
93,100338,1285601602452299776,1285865773370691585,"@DrMaireadDB @Clarabkelly In France, it's mandatory for children over 11 and in Spain for children over 6. I doubt there is anywhere that legally requires the toddler that Clara is so disgusted by to wear a mask."
94,100338,1285601602452299776,1285867426324852736,@Clarabkelly Honestly...mine wear masks in my effort to reduce the amount of filthy looks they get when out and about.
96,100338,1285601602452299776,1285862265485434880,"Obviously all children are different and some simply wont be able to wear a mask - which is fine. But if we’re going to bring very young children on very crowded modes of transport- their safety and the safety of others should be prioritised, even if they get upset for a while"
97,100338,1285601602452299776,1285826824073883648,"@Clarabkelly With all the will in the world, and with 13 years experience  working with children, I can just about convince my 4 year old to wear clothes."
98,100338,1285601602452299776,1285860736976261122,"@Clarabkelly because forcibly covering a toddler's mouth and nose is likely to cause them a lot of distress, especially when they don't and can't understand the reason for it."
99,100338,1285601602452299776,1285863686217891840,@eoinmauricedaly @Clarabkelly also in general I guess their coughs/sneezes/breathing is below the level of other people's faces so less likely to go on them
100,100338,1285601602452299776,1285864796999553024,@Clarabkelly Everyone should wear a mask. Children in other countries do.
101,100338,1285601602452299776,1285865773370691585,"@DrMaireadDB @Clarabkelly In France, it's mandatory for children over 11 and in Spain for children over 6. I doubt there is anywhere that legally requires the toddler that Clara is so disgusted by to wear a mask."
102,100338,1285601602452299776,1285867426324852736,@Clarabkelly Honestly...mine wear masks in my effort to reduce the amount of filthy looks they get when out and about.
104,100338,1283743289565478914,1283743927552536577,"@minecraftingdad No
No
Yes
Likely"
105,100338,1283743289565478914,1283744702987214848,"@minecraftingdad Masks are necessary it needs to become more normal and acceptable to wear them I have lung issues so I do struggle so only go out when necessary. Remember, some do struggle with masks the deaf &amp; disabled community many have invisible illnesses so we shouldn't judge but question"
106,100338,1283743289565478914,1283748171831705600,"@minecraftingdad No 

No please wear one 

Yes definitely 

Hopefully the pandemic will end soon so the necessity to wear them will end. But since I’ve gotten used to wearing a mask it wouldn’t be so bad to wear one all the time for the sake of other people’s health."
107,100338,1283743289565478914,1283759438546046977,"@minecraftingdad 1 - No
2 - No, it does PO me when I see people refusing to wear them or pretending they can't
3 - yes, but schools should opt for online learning rather than in person.  
4 - Works for other countries so why not?!?!"
108,100338,1283743289565478914,1283911217963315200,"@minecraftingdad No
No
Yes 
No"
109,100338,1283743289565478914,1283744416440684546,"1. No
2. No, please do
3. Yes
4. Hopefully

Masks are a great tool to help stop the spread of flu, COVID, and other airborne issues.  While I don't like masks, I have accepted they are necessary and useful.  

I also care about you, and if I was sick, my mask protects you."
110,100338,1283743289565478914,1283743927552536577,"@minecraftingdad No
No
Yes
Likely"
111,100338,1283743289565478914,1283744702987214848,"@minecraftingdad Masks are necessary it needs to become more normal and acceptable to wear them I have lung issues so I do struggle so only go out when necessary. Remember, some do struggle with masks the deaf &amp; disabled community many have invisible illnesses so we shouldn't judge but question"
112,100338,1283743289565478914,1283748171831705600,"@minecraftingdad No 

No please wear one 

Yes definitely 

Hopefully the pandemic will end soon so the necessity to wear them will end. But since I’ve gotten used to wearing a mask it wouldn’t be so bad to wear one all the time for the sake of other people’s health."
113,100338,1283743289565478914,1283759438546046977,"@minecraftingdad 1 - No
2 - No, it does PO me when I see people refusing to wear them or pretending they can't
3 - yes, but schools should opt for online learning rather than in person.  
4 - Works for other countries so why not?!?!"
114,100338,1283743289565478914,1283911217963315200,"@minecraftingdad No
No
Yes 
No"
115,100338,1297847142351085568,1297847144578199552,This is particularly important for adults working with children who may have close contact with children and one another. https://t.co/vPon9Nrab4
116,100338,1297847142351085568,1297852592496746497,@juneshannon @WHO €2 Fabric masks from a killer virus 😂😂 it’s laughable
122,100338,1295623638457159680,1295656276404383744,@EwellGregoor That's where it's going I reckon
123,100338,1295623638457159680,1295638009384071168,@EwellGregoor Cigarettes and alcohol have killed millions....
129,100338,1295623638457159680,1295656276404383744,@EwellGregoor That's where it's going I reckon
130,100338,1295623638457159680,1295638009384071168,@EwellGregoor Cigarettes and alcohol have killed millions....
132,100338,1291765993539276800,1291795875707191298,@KyHehe aww where did you get her mask?
133,100338,1291765993539276800,1291786416649900032,@katienotwiener Maybe get her to 'practice' if you want her to wear it but don't push it! :)
134,100338,1291765993539276800,1291904972976783360,"@katienotwiener You can always try. Cubcoats makes good ones, and K does pretty well with his. He likes that we both wear them when we go places."
135,100338,1297422320580153345,1298628750104506369,Thanks all for voting👍🏼👌🏼
136,100338,1290694486364786689,1290696087905304580,"Dr Tam ""They will be coming out with guidance"" (I believe this was in reference specifically to use of masks in schools).
Dr Tam goes on to reiterate the need to ALSO physically distance. She also cautions that this guidance will evolve, as conditions evolve"
137,100338,1290694486364786689,1290697123659280385,"At one point in the press briefing, I recall Dr Nooj answering a question from a reporter, with a reminder that they (GoC #COVID19 officials) have to coordinate with the premiers - (the premiers decide the details &amp; have final say). 

note: my summary for Dr Nooj, not quoting"
138,100338,1290694486364786689,1290696128070062081,@KathrynMathias1 Had a conversation w/my granddaughter in gr 2 and she’s quite willing to. But now that it’s not mandatory for under gr 4 I’m sure she only will if others in her class do. I wish it was mandatory for all and then modify as necessary. My other 2 must and they’re happy to.
140,100338,1295534320568774658,1295534879560491016,https://t.co/JNhYd7Vbk6 https://t.co/moASXSO4yV
142,100338,1293347601501184001,1293353804998483968,"@TCurreyUCF I babysit my niece and nephew and my sister (a doctor) has all the neighborhood kids masked up. If any of them break protocol, she’s texting the parents. Kids don’t go inside each other’s houses. Otherwise, the masks don’t get in the way of their fun."
146,100338,1292176685685772288,1292177587670745089,@BrujahP That I shall play but kids wearing masks are they our new overlords?
147,100338,1291555312202391554,1291555743402020870,"Like, there are PEDOS trying to claim PEDOPHILIA as a sexuality??? And you’re using the suffering of children to take political jabs at people? When actually saving the children IS not and WILL not be treated as politics??"
148,100338,1291555312202391554,1291556319825207296,"Like, people will talk about how there are pedophile celebrities, which is true, and then end it with “yeah, but those liberals choose to ignore it” HUH????? Liberal, conservatives, republican, Democrat, independent you should be able to know what’s wrong."
149,100338,1291555312202391554,1291556631319318528,"So, yeah, let’s save the children from evil people in this world. Let’s stop pushing these children to the back burner just for politics. ✨❤️⚡️"
150,100338,1290264687989252097,1290269983113531397,@MeineStephanie @ETFOeducators Such a stressful time for everyone. Decisions will likely change daily.
151,100338,1287746127660376065,1287793460691386368,"@azninsect I would argue at least over why they’re not. Otherwise, I’d hate to think you would think that for me too…"
152,100338,1287746127660376065,1287870251405737984,"@TrueAntitonic There's a difference between those who *aren't* wearing a mask, vs someone who *won't* wear one. One has already put forward bad arguments. 

I'm not accosting you because I don't know what your reasons are. I just want those reasons to be sound, in spite of all of...this."
153,100338,1286316624191135745,1286316625134854152,Can we make a plexiglass wall for teachers to be safe while teaching so they can remove the mask in the classroom? Or something along those lines?   #Minnesota #Teachers #Children
154,100338,1285579308052779014,1285579381528649729,"More info from @lethnewsnow here: 
https://t.co/KWk0NKNzVD"
155,100338,1284551729493823498,1284557175956758534,"@VeronicaEpi I'm doing it with my 3yo. We are lucky in California they can play outside a lot.

 Classes that small is a very good sign. All comes down to community prevalence and how much you trust the evil to use masks, good cleaning, etc."
156,100338,1284551729493823498,1284557359054905344,"@VeronicaEpi I offered to buy them all faceshields to use, still waiting on response"
157,100338,1282664471014420482,1282665764118335488,@ArlenaRio Children have 0% chance of dying from COVID19.  We're teaching them to conform mindlessly to authority.
159,100343,1290264687989252097,1290269983113531397,@MeineStephanie @ETFOeducators Such a stressful time for everyone. Decisions will likely change daily.
160,100345,1297847142351085568,1297847144578199552,This is particularly important for adults working with children who may have close contact with children and one another. https://t.co/vPon9Nrab4
161,100345,1297847142351085568,1297852592496746497,@juneshannon @WHO €2 Fabric masks from a killer virus 😂😂 it’s laughable
163,100348,1284087180428824576,1284087528308592640,@mpellatt @fredsirieix1 That good ? 😂
164,100348,1284087180428824576,1284087559296028672,@fredsirieix1 Zero?
165,100348,1284087180428824576,1284087760123564034,@fredsirieix1 Can I push it and say minus?
166,100348,1284087180428824576,1284088003992969219,@fredsirieix1 Well we have the most tracers in the world 1 per 3000 people so you'd hope it would be quite good. Australia for eg. 1 per 300000 people
167,100348,1284087180428824576,1284088515739910146,@kowalski79 @fredsirieix1 If they’re not doing anything then it doesn’t matter how many you have.
168,100348,1284087180428824576,1284088799052668928,@mbarnbrook @fredsirieix1 I’m sure you can enlighten us Martin.
169,100348,1284087180428824576,1284088302610657282,@fredsirieix1 As Ramsay would say Fred disgusting
170,100348,1284087180428824576,1284088593846329346,@fredsirieix1 There needs to be a system in place in order to rate it
171,100348,1284087180428824576,1284103880159170567,@hardboiled2006 I think you’re being over generous with your score there.
173,100348,1284087180428824576,1284090190617882625,"@fredsirieix1 We have no idea so 4/10, work to do."
174,100348,1284087180428824576,1284090355101704193,@fredsirieix1 No one knows 2
175,100348,1284087180428824576,1284091342122082305,@fredsirieix1 Negative 5
176,100348,1284087180428824576,1284091408714956800,@fredsirieix1 minus 10
177,100348,1284087180428824576,1284091419355942914,@fredsirieix1 Next to useless.  Maybe a 1 or 2 if being generous.
178,100348,1284087180428824576,1284092462898778113,"@fredsirieix1 The same as the rest of the government response to the pandemic, shambolic."
179,100348,1284087180428824576,1284093345523007489,@fredsirieix1 Can you give a minus I have had a text but haven’t even been in that area in my life 😳
180,100348,1284087180428824576,1284094164674793475,@fredsirieix1 1-10 do it more likely
181,100348,1284087180428824576,1284094401032192000,@fredsirieix1 -20.
182,100348,1284087180428824576,1284095308763467777,@fredsirieix1 around minus 22.8
183,100348,1284087180428824576,1284098279312162816,@fredsirieix1 0
184,100348,1284087180428824576,1284103005688811525,"@fredsirieix1 How good is it very much depends on who is answering the question. Objectively it’s OK, probably a 5 or 6, but getting worse. If you’re in government it is “World Beating”. Unfortunately that world is Wayne’s"
185,100348,1284087180428824576,1284103844713172992,"@fredsirieix1 I'd say about a 5.5 based on the fact that they only manage to contact, based on most recent figures I saw, 55% of the people they want to isolate. Thats 45% not isolating and moving around without knowledge that they MAY be carrying the virus."
186,100348,1284087180428824576,1284106695313104896,"@fredsirieix1 Crap! My partner works for the nhs, someone in his team tested positive on Tuesday, all the team have been told by management to go home (today) no contact from anyone. The test was Tuesday so you would think some contact would have been made by now!!!"
187,100348,1284087180428824576,1284107373389512704,@fredsirieix1 Im sorry but any system that depends on the public to provide the necessary information can’t be that great
188,100348,1284087180428824576,1284088593846329346,@fredsirieix1 There needs to be a system in place in order to rate it
189,100348,1284087180428824576,1284103005688811525,"@fredsirieix1 How good is it very much depends on who is answering the question. Objectively it’s OK, probably a 5 or 6, but getting worse. If you’re in government it is “World Beating”. Unfortunately that world is Wayne’s"
190,100348,1284087180428824576,1284103844713172992,"@fredsirieix1 I'd say about a 5.5 based on the fact that they only manage to contact, based on most recent figures I saw, 55% of the people they want to isolate. Thats 45% not isolating and moving around without knowledge that they MAY be carrying the virus."
191,100348,1284087180428824576,1284106695313104896,"@fredsirieix1 Crap! My partner works for the nhs, someone in his team tested positive on Tuesday, all the team have been told by management to go home (today) no contact from anyone. The test was Tuesday so you would think some contact would have been made by now!!!"
192,100348,1284087180428824576,1284107373389512704,@fredsirieix1 Im sorry but any system that depends on the public to provide the necessary information can’t be that great
193,100348,1284087180428824576,1284111371018342402,@fredsirieix1 1. And that’s being generous
195,100348,1284087180428824576,1284112404327038977,@fredsirieix1 0
196,100348,1284087180428824576,1284115954096537602,"@fredsirieix1 When we were given the chance to be tested at the huge drive-in centres, they stood largely empty. I passed Heathrow, Chessington, and Twickenham Stadium back in early June and they were like ghost towns. So people can’t moan now."
198,100348,1284087180428824576,1284154130605510656,@fredsirieix1 What system? The one they launched on the Isle of Wight or the one developed by Cummings mate?
199,100348,1284087180428824576,1284192646454489089,@fredsirieix1 Zero
200,100348,1284087180428824576,1284197427902402566,@fredsirieix1 0
201,100348,1284087180428824576,1284198080548687872,@fredsirieix1 Zero
203,100348,1284087180428824576,1284112404327038977,@fredsirieix1 0
204,100348,1284087180428824576,1284115954096537602,"@fredsirieix1 When we were given the chance to be tested at the huge drive-in centres, they stood largely empty. I passed Heathrow, Chessington, and Twickenham Stadium back in early June and they were like ghost towns. So people can’t moan now."
206,100348,1284087180428824576,1284154130605510656,@fredsirieix1 What system? The one they launched on the Isle of Wight or the one developed by Cummings mate?
207,100348,1284087180428824576,1284192646454489089,@fredsirieix1 Zero
208,100348,1284087180428824576,1284197427902402566,@fredsirieix1 0
209,100348,1284087180428824576,1284198080548687872,@fredsirieix1 Zero
210,100348,1284087180428824576,1284210721509777409,"@fredsirieix1 We went for a meal in a pub, our details were taken during the online booking, lovely meal. Day after had email saying they were sorry we decided not to come 😕  presume we won't be contacted then if someone has covid!"
211,100348,1284087180428824576,1284245620530843649,@fredsirieix1 Must be pretty bad considering there doesn’t seem to be any encouragement to register if you have symptoms but haven’t been tested? That means loads of people having it without anyone knowing that they have...🤔
212,100348,1284087180428824576,1284285842249396225,"@fredsirieix1 Fred, we’re fucked mate !"
214,100348,1284087180428824576,1284571651842203648,@fredsirieix1 We have been in wales all week and traced in all places. So it’s been good!
215,100348,1284087180428824576,1284088411549241344,"@fredsirieix1 Hi,My mate lost his BEAUTIFUL DAUGHTER to a BRAIN TUMOUR-Aged 15.If i send a wristband,could you wear it for a pic please?"
217,100348,1284087180428824576,1284112404327038977,@fredsirieix1 0
218,100348,1284087180428824576,1284115954096537602,"@fredsirieix1 When we were given the chance to be tested at the huge drive-in centres, they stood largely empty. I passed Heathrow, Chessington, and Twickenham Stadium back in early June and they were like ghost towns. So people can’t moan now."
220,100348,1284087180428824576,1284154130605510656,@fredsirieix1 What system? The one they launched on the Isle of Wight or the one developed by Cummings mate?
221,100348,1284087180428824576,1284192646454489089,@fredsirieix1 Zero
222,100348,1284087180428824576,1284197427902402566,@fredsirieix1 0
223,100348,1284087180428824576,1284198080548687872,@fredsirieix1 Zero
224,100348,1284087180428824576,1284210721509777409,"@fredsirieix1 We went for a meal in a pub, our details were taken during the online booking, lovely meal. Day after had email saying they were sorry we decided not to come 😕  presume we won't be contacted then if someone has covid!"
225,100348,1284087180428824576,1284245620530843649,@fredsirieix1 Must be pretty bad considering there doesn’t seem to be any encouragement to register if you have symptoms but haven’t been tested? That means loads of people having it without anyone knowing that they have...🤔
226,100348,1284087180428824576,1284285842249396225,"@fredsirieix1 Fred, we’re fucked mate !"
228,100348,1284087180428824576,1284571651842203648,@fredsirieix1 We have been in wales all week and traced in all places. So it’s been good!
229,100348,1284087180428824576,1284088411549241344,"@fredsirieix1 Hi,My mate lost his BEAUTIFUL DAUGHTER to a BRAIN TUMOUR-Aged 15.If i send a wristband,could you wear it for a pic please?"
231,100348,1295298892280614912,1295306098472255489,@illonaduffy @HSELive @DonnellyStephen @ronan_glynn This is absolutely shocking but not at all surprising and here we are sending our children in to school in 2 weeks with little to no social distancing.
232,100348,1295298892280614912,1295309379277852673,"@illonaduffy @Martina03123661 @HSELive @DonnellyStephen @ronan_glynn This is an outlier probably, but not at all atypical of the response capacity of the Irish system.

It is not fit for purpose for Irish school reopening, which UK research suggests will need a 24hr turnaround if a sue he is to be contained even with strong social distancing."
233,100348,1295298892280614912,1295309441060012032,@illonaduffy @HSELive @DonnellyStephen @ronan_glynn And no presser today? Do mushrooms catch Covid?
235,100348,1295298892280614912,1295311440279109632,@illonaduffy @ciarakellydoc @HSELive @DonnellyStephen @ronan_glynn Another issue is that people get the tests when they enter a hospital for treatment but dont get the results before they leave. 2 people I know (and have been around) got their results 2 days after leaving hospital. Luckily neither had Covid...But........
236,100348,1295298892280614912,1295320698429333504,@nkeegan @illonaduffy @ciarakellydoc @HSELive @DonnellyStephen @ronan_glynn They should be getting swabbed a couple of days BEFORE entering hospital (for electives etc). They certainly chase up Covid results in my place before starting any surgery/ treatment.
238,100348,1295298892280614912,1295370241862754304,@AndyMcCourt32 @illonaduffy @DrZeroCraic @HSELive @DonnellyStephen @ronan_glynn And instead we have Gabriel Scally blaming pubs and suggesting tighter restrictions when meat plants and DP centres along with slow test turnaround and failures in test and trace biggest issues.
239,100348,1295298892280614912,1295320698429333504,@nkeegan @illonaduffy @ciarakellydoc @HSELive @DonnellyStephen @ronan_glynn They should be getting swabbed a couple of days BEFORE entering hospital (for electives etc). They certainly chase up Covid results in my place before starting any surgery/ treatment.
241,100348,1295298892280614912,1295370241862754304,@AndyMcCourt32 @illonaduffy @DrZeroCraic @HSELive @DonnellyStephen @ronan_glynn And instead we have Gabriel Scally blaming pubs and suggesting tighter restrictions when meat plants and DP centres along with slow test turnaround and failures in test and trace biggest issues.
243,100348,1295298892280614912,1295314766618132480,"@illonaduffy @ciarakellydoc @HSELive @DonnellyStephen @ronan_glynn They’ve had months to organise themselves, I’m so disappointed. Test test test is what we’ve been told since day 1."
244,100348,1295298892280614912,1295314974601097217,"@illonaduffy @HSELive @DonnellyStephen @ronan_glynn A family member had 9 days between the call to his GP (6 days waiting for a test, further 3 to results)and a thankfully negative test result. The significant delay meant that another family member who was in contact had to cancel a hospital app which fell on day 8 of those 9 day."
245,100348,1295298892280614912,1295322034608709632,"@MuriosaP @illonaduffy @HSELive @DonnellyStephen @ronan_glynn When was that and where?

My brother had his test within 24 hours and results within 3 days in Galway back in April.

At that time, people in Dublin and Limerick were waiting 11+ days for results."
246,100348,1295298892280614912,1295321513437073415,@illonaduffy @HSELive @DonnellyStephen @ronan_glynn God 😥
247,100348,1295298892280614912,1295322440684523520,@illonaduffy @HSELive @DonnellyStephen @ronan_glynn System must be overloaded in certain parts of country Illona - I had GP call back &amp; test completed same day and result by text next day! In Longford/Mullingar within the last week! 🤷🏼‍♀️
248,100348,1295298892280614912,1295326415655768066,@denisecanavan @illonaduffy @HSELive @DonnellyStephen @ronan_glynn That’s been my experience. In broad terms 1 day from referral to swab and  1 day from swab to results.
249,100348,1295298892280614912,1295323455219470337,@illonaduffy @HSELive @DonnellyStephen @ronan_glynn Minister said this morning community testing delays being reviewed. Didn’t mention tracing delays. Not sure there’s public stats on close contact tracing
250,100348,1295298892280614912,1295329141907169280,@illonaduffy @HSELive @DonnellyStephen @ronan_glynn I have been tested three times not once was I contact traced.....what contact tracing?
251,100348,1295298892280614912,1295320698429333504,@nkeegan @illonaduffy @ciarakellydoc @HSELive @DonnellyStephen @ronan_glynn They should be getting swabbed a couple of days BEFORE entering hospital (for electives etc). They certainly chase up Covid results in my place before starting any surgery/ treatment.
252,100348,1295298892280614912,1295323455219470337,@illonaduffy @HSELive @DonnellyStephen @ronan_glynn Minister said this morning community testing delays being reviewed. Didn’t mention tracing delays. Not sure there’s public stats on close contact tracing
253,100348,1295298892280614912,1295329141907169280,@illonaduffy @HSELive @DonnellyStephen @ronan_glynn I have been tested three times not once was I contact traced.....what contact tracing?
