,index,tweet_id,tweet_content
94,124,1248120246939992064,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/5WBNq8Weiv"
98,124,1247951177896955904,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/DVwBrvPpeK"
101,124,1247918732351016966,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/nGC1rVbgr4"
103,124,1247908666839191552,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/vngj1JNDNH   Cheap, not profitable to their shareholders... all about money."
104,124,1247886013105504259,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/Z6a0Hq4bdA"
105,124,1247885363890143232,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/AIpr6Us0rV"
107,124,1247869290117824512,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/EeNVcY0ZnL"
110,1,1252682858948419584,"""The People's House"" is primarily your own house. After that, it is your State Legislature (then Congress).
""Wisconsin Legislature Takes Gov. Evers to Court"" https://t.co/Aar4WIZX1Z #G8M"
111,245,1244491711302205442,"Trump Announce Name Of Vaccine To Cure Corona Virus In Three Hours
https://t.co/KXfm6D50AC

Thumbs up to the scientist in the United States of America as they finally found vaccine to cure corona virus. The president of the United States of America will officially make the..... https://t.co/1OnRUHDksx"
112,245,1244313444226138117,"Trump Announce Name Of Vaccine To Cure Corona Virus In Three Hours
https://t.co/WTr9tR9I95

How true is this @realDonaldTrump"
114,245,1242555845302464514,Trump Announce Name Of Vaccine To Cure Corona Virus In Three Hours https://t.co/CulqCWY5n8 https://t.co/0k0ECoYkTB
115,466,1255512928184406018,"Shanghai Government Officially Recommends Vitamin C for #Covid_19 

""... COVID-19 should be treated with high amounts of intravenous vitamin C. (1) Dosage recommendations vary with severity ..."", Andrew W. Saul

#FilmYourHospital #endthelockdown #EndTheShutdown #coronavirus https://t.co/JHXf0oUt7C"
116,466,1255248309767278592,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/BQzi5uVKty
118,466,1253825833619292164,"Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/sr2WzIdk3y
#CoronaPandemie #usa #coronavirus #covid19ESP"
119,466,1253794268487061517,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/CZ9DgYW1af
120,466,1251552537100128257,"@seriousnoooo @crabb_vicki @djrazorgirl @BeckyJohnson222 @KStateTurk @ChrisJohnsonMD @mcfunny @SMcwoof @wakeup89427666 @RisetteMD @TakeThatCDC @regina1775 @immunotoxPhD @ljpizzo @GeoffSchuler @chaoticsx2 @onevaxxednurse @WendyOrent @CanuckistanD @_mamadeb @Charbrevolution @KatLaRue7 @LithiumCa @Sheldon_Walker_ @FrankDElia7 @doritmi @MeddlinMegs @Monstercoyliar @TinFoilAwards @AlumiLynn @Aly_Meek @Rosewind2007 @jkellyca @silversynergy @wyllic @BGLTHMND @brianjohnson67 @BlueLionBlog @AquaVelvaBoy @JaneEOpie @kfunk937 @krebiozen @TransWoman3 @RandomUrban @thereal_truther @TheWorldIsFla11 @TheFrankmanMN @ianfmusgrave @_tatvamasi_ 🔴”Shanghai Government Officially Recommends Vitamin C for COVID-19”
https://t.co/eIFs8lQpHc"
121,466,1249336674120880128,March 2020 - Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/aBI3ugwXr9
123,466,1247511461426909190,"@BorisJohnson Real or Lies？

※4 Shanghai Government Officially Recommends Vitamin C for COVID-19 ,
by Andrew W. Saul, Editor-in-Chief Orthomolecular News Service, March 3,2020
RT
上海市が新型コロナ治療に実践する「ビタミンC」点滴の実力 @gendai_biz https://t.co/Nvd0Q1H0A7 #現代ビジネス"
124,466,1247501664556179456,"@kbc_duomo @gendai_biz 『Shanghai Government Officially Recommends Vitamin C for COVID-19 ,
by Andrew W. Saul, Editor-in-Chief Orthomolecular News Service, March 3,2020』"
126,466,1246915315252027393,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/YDMrcVILLt
129,466,1246361287887654912,"@JethroRostedt Eat your vitamins and stay healthy as they did in #Wuhan
#CoronaVirusHOAX #film #Filmyourhospital 

Shanghai Government Officially Recommends Vitamin C for COVID-19
- by Andrew W. Saul | OMNS Mar 3, 2020
https://t.co/QKzuizhZTC https://t.co/keDAi8MTQC"
131,466,1244710267285618688,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/BnZqtrO68Y
133,466,1244599976401031171,"@JuhaSarkio Shanghai Government Officially Recommends Vitamin C for COVID-19
Orthomolecular Medicine News Service, Mar 3, 2020
https://t.co/QKzuizhZTC https://t.co/36VTvmKM1I"
134,466,1244394425490563073,"@NJSenatePres @BioNJ_Org Shanghai Government Officially Recommends Vitamin C for COVID-19 - by Andrew W. Saul 🤔

(1) Dosage recommendations vary with severity of illness, from 50 to 200 milligrams per kilogram body weight per day to as much as 200 mg/kg/day. https://t.co/IwwqbHTlbk"
135,466,1244321753725169664,Shanghai Government Officially Recommends Vitamin C for COVID-19 by Andrew W. Saul https://t.co/EMO7jF8pXI https://t.co/Aw0xZ0jrwU
136,466,1244311922536783873,"THIS GOVERNMENT DONT GIVE 2 FUCKS IF WE LIVE OR DIE DURING THIS PANDEMIC SO WE NEED TO INFORM EACH OTHER SO PLEASE READ THIS LINK BECAUSE THIS JUST MIGHT SAVE YOUR LIFE Shanghai Government Officially Recommends Vitamin C for COVID-19
https://t.co/TniMwIpRhJ"
137,466,1244305502814769157,"THIS CONSERVATIVE GOVERNMENT DONT CARE AT ALL WHETHER WE LIVE OR DIE DUE TO CORONAVIRUS SO WE NEED TO INFORM EACH OTHER SO PLEASE READ THIS FUCKIN LINK BELOW BECAUSE IT JUST MIGHT SAVE LIVES. Shanghai Government Officially Recommends Vitamin C for COVID-19
https://t.co/TniMwIpRhJ"
138,466,1244195042320945152,Shanghai Government Officially Recommends Vitamin C for COVID-19 #VitaminC  https://t.co/X294hua1sj
139,466,1243763454793535488,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/br1LKPtI6j
141,466,1243638008865124353,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/pR4a1JX0HE
142,466,1243596491815636992,"@HoracioFranco Question and Answer session about Vitamin C and Covid-19
https://t.co/swEtZFVVOh

Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/5IqrlcebHo"
144,466,1243042255256145922,"@crabb_vicki @djrazorgirl @BeckyJohnson222 @KStateTurk @ChrisJohnsonMD @mcfunny @SMcwoof @wakeup89427666 @RisetteMD @TakeThatCDC @regina1775 @immunotoxPhD @ljpizzo @GeoffSchuler @chaoticsx2 @onevaxxednurse @WendyOrent @CanuckistanD @_mamadeb @Charbrevolution @KatLaRue7 @LithiumCa @Sheldon_Walker_ @FrankDElia7 @doritmi @MeddlinMegs @Monstercoyliar @TinFoilAwards @AlumiLynn @Aly_Meek @Rosewind2007 @jkellyca @silversynergy @wyllic @BGLTHMND @brianjohnson67 @BlueLionBlog @AquaVelvaBoy @JaneEOpie @kfunk937 @krebiozen @TransWoman3 @RandomUrban @thereal_truther @TheWorldIsFla11 @TheFrankmanMN @ianfmusgrave @_tatvamasi_ “Shanghai Government Officially Recommends Vitamin C for COVID-19”

https://t.co/eIFs8lQpHc"
148,466,1242470846356238337,"Shanghai Government Officially Recommends Vitamin C for COVID-19 Coronav... https://t.co/f2hxdvpHXl via @YouTube

@RandPaul for your own safe recovery, please take notice of the protocol and its success... 
and total safety
THEN
@POTUS
why no word about this FDA CLINICAL TRIAL?"
150,466,1241981415786516481,"@realDonaldTrump FOR IMMEDIATE RELEASE
Orthomolecular Medicine News Service, Feb 21, 2020

Three Intravenous Vitamin C Research Studies Approved for Treating COVID-19  https://t.co/Ha0KGyHi8h

Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/LsqTqVu6kY"
151,466,1241950553304756224,"@realDonaldTrump 🔆Expert consensus on comprehensive treatment of coronavirus disease in Shanghai 2019
https://t.co/UfxaGjhziq

🔆Shanghai Government Officially Recommends Vitamin C for COVID-19
https://t.co/7gGnuufGQ3"
153,466,1241656276112867329,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/jKkI1gAmCl
154,466,1241632024730849280,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/Gwvl6xuWV8
155,466,1241599781845286912,"@HLGatell @MayaSaloma Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/OOkxMIBuge

https://t.co/5IqrlcebHo https://t.co/qmrf9AfaZN"
156,466,1241589754128302082,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/eaOaBWY3Be
158,466,1241132868648218626,Shanghai Government Officially Recommends Vitamin C for COVID-19 🌳♻️🌳 https://t.co/UpL7KPu4tp
159,466,1241075751132246018,Shanghai Government Officially Recommends Vitamin C for COVID-19 - Murray Avenue Apothecary - Blog https://t.co/kXWl4uyDio
160,466,1240907847908687872,"Shanghai Government Officially Recommends Vitamin C for COVID-19  #coronavirus
 https://t.co/pn3QFBQ4vy"
161,466,1240829680678326272,"#CoronaVirus #corona
Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/6Kk96T34QI"
162,466,1240619483573694465,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/JZQHZBWTP1 #coronavirus #Trump #StayAtHomeChallenge #cureforcoronavirus #VitaminCtreatsCoronavirus
164,466,1240414007661596679,"Shanghai Government Officially Recommends Vitamin C for COVID-19
#Corona
https://t.co/HwU7hkxCsL"
165,466,1240294555892592640,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/KIChCcmHim
166,466,1240294171501608961,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/Sr8JVDo87d
168,466,1240043403389341696,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/FMQ5Ym9ylV
169,466,1239975067037175814,For anyone who says vitamin C is a waste of time: Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/t3M4fLFFuT
171,466,1239679355342774277,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/dIsR9qziNA
172,466,1239610454936301575,"""Shanghai Government Officially Recommends Vitamin C for COVID-19""

#covid19

https://t.co/9aGE4wzeRm"
173,466,1239463586377818113,"@kurawa Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/2751fnqtOS https://t.co/JYd4bXXiy4"
174,466,1239434658074542080,@AustinChronicle Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/qJ5wn5FwKM
175,466,1239431037798756353,@austintexasgov Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/qJ5wn5FwKM
176,466,1239429210323726336,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/MdvUpWN9qJ
178,466,1239382049217073152,Shanghai Government Officially Recommends Vitamin C for COVID-19...https://t.co/LdxOwGlHo1
179,466,1239280486280597505,"@ASlavitt What you should be doing is getting in on the Vitamin C study that China and North Korea are doing - and it's working!  https://t.co/YZZO7yZ1Sk

Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/oPjNVeDXW5"
180,466,1239106689279770625,"@CNN *cough cough* 😷
Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/UVytVuQQm1"
181,466,1239059710390800384,@BrianBrackeen FYI Shanghai Government Officially Recommends Vitamin C for COVID-19.  I wish their was a way to break the truth.  Load my friend.  I’ve been on vitamin c since 2010.  Checkout Riordan clinic
182,466,1239056549894594561,@drvyom Shanghai Government Officially Recommends Vitamin C for COVID-19
184,466,1239020249971920899,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/CP8Tvf0C1N
185,466,1238915766487068673,Shanghai Government Officially Recommends Vitamin C for COVID-19 #COVIDー19  https://t.co/gCiI3a6mVi.
186,466,1238881692334600192,"Shanghai Government Officially Recommends Vitamin C for COVID-19

- intravenous vitamin C for treatment 
- oral vitamin C for prevention 

#COVIDー19 https://t.co/owd3ZPZDMh"
187,466,1238847279299092482,"Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/3SPn73IgCI"
188,466,1238810261315780609,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/hTZkeVAKDd
189,466,1238713278538215425,Shanghai Government Officially Recommends Vitamin C for COVID-19  via Vital Health https://t.co/nllLLIgKod
190,466,1238685579203596288,"Link artikel terkait VitC pd treatmen Corona bisa cek 👇

Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/2751fnqtOS"
191,466,1238661279289491456,"Shanghai Government Officially Recommends Vitamin C for COVID-19
by Andrew W. Saul
https://t.co/9WMKRTLchw"
192,466,1238503531943878656,"@WesSmith123 It's already being done:  Shanghai Government Officially Recommends Vitamin C for COVID-19
https://t.co/oPjNVeDXW5"
194,466,1238315203705462784,"@GabiMccauley Shanghai Government Officially Recommends Vitamin C for COVID-19
https://t.co/oPjNVeDXW5"
195,466,1238303129273339904,"Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/Pe5U3uWush"
196,466,1238302655384092672,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/tMn5rCVLeH
197,466,1238291863083286529,"Shanghai Government Officially Recommends Vitamin C for COVID-19 by Andrew W. Saul, Editor-in-C https://t.co/28h0kOWgov"
198,466,1238204845292732430,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/mTCrxSfuZN
200,466,1238177226719461376,Earlier #HFAorg Tweeted the potential benefit of #VitaminC wrt #COVID-19. Now the Shanghai Government Officially Recommends Vitamin C for COVID-19. Find out about its recommended doses and methods here: #HFA #HealthForAll https://t.co/E7ByOoyOBW
201,466,1238169318510166017,"Shanghai Government Officially Recommends Vitamin C for COVID-19
by Andrew W. Saul
https://t.co/g6SkeST6o7"
202,466,1238128308379844608,"@aotxotorena Shanghai Government Officially Recommends Vitamin C for COVID-19
https://t.co/5IqrlcebHo"
204,466,1238099015838896133,"Les vengo diciendo.... mira ⁦@LaSantaMarian⁩ a comprar Supradyne ya! 
Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/lBxeV12Kh9"
207,466,1237992340247187457,"@tomhanks FOR IMMEDIATE RELEASE
Orthomolecular Medicine News Service, Mar 3, 2020
Shanghai Government Officially Recommends Vitamin C for COVID-19
by Andrew W. Saul
https://t.co/ZYCZdyeMyo https://t.co/OuRZY1XiGH"
208,466,1237991034933710849,"@tomhanks FOR IMMEDIATE RELEASE from Shanghai Government:
Orthomolecular Medicine News Service, Mar 3, 2020
Shanghai Government Officially Recommends Vitamin C for COVID-19
by Andrew W. Saul
https://t.co/ZYCZdyeMyo https://t.co/rgXjtOOCKB"
209,466,1237916879114481665,Shanghai Government Officially Recommends Vitamin C for COVID-19. ⁦@trvrb⁩  https://t.co/wgjQ4whRq2
210,466,1237916775188058113,IV vitamin C infusions.   Shanghai Government Officially Recommends Vitamin C for COVID-19.  https://t.co/wgjQ4whRq2
226,466,1237801778290331649,Shanghai Government Officially Recommends Vitamin C for COVID-19 #coronavirus  https://t.co/l9BxtsyieD
229,466,1237636040656994304,"Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/1jzzi6LyAD

Indian #gooseberry is the richest source after lemon and oranges."
231,466,1237573150168121345,Shanghai Government Officially Recommends Vitamin C for COVID-19
232,466,1237510349395349504,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/RNo8MEtqNy
233,466,1237492826167902209,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/opf88IA7Gy
234,466,1237471214005870593,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/RHBNtmDfIg
235,466,1237466260264366081,"Coronavirus update. 
Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/UpxjPuyrzV https://t.co/t5KVZjQWMD"
237,466,1237423917788266496,Shanghai Government Officially Recommends Vitamin C for COVID-19 Coronav... https://t.co/sa5A4UsuRk via @YouTube
239,466,1237404192882544641,"#deadlinewh #inners
Shanghai Government Officially Recommends Vitamin C for COVID-19 - https://t.co/oJKQfFyKRE via @shareaholic"
240,466,1237373193892950017,"Shanghai Government Officially Recommends Vitamin C for COVID-19 Coronav https://t.co/55tiKwl7L0 via @YouTube

THIS IS TRUTH #CoronaVirus #Covid-19"
242,466,1237346048307273729,This is a measure that needs to be adopted around the world but will be opposed by the drug companies and by the largely brainwashed health care community in North America. Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/8Qd4oKwx8R
243,466,1237331747685249024,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/3eYSWJDSV8
244,466,1237323788905144321,» Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/SGImxsu9Q5
246,466,1237293134754668544,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/pIz2Xfj52e
248,466,1237280934602432513,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/DMjYBPa5cX
250,466,1237278867674431488,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/QY7Gl1nKQe
253,466,1237209412072169477,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/fRkmJUGZR1
254,466,1237208993811984391,"""high amounts of intravenous vitamin C
50 to 200 milligrams per kilogram body weight per day
200 mg/kg/day""
Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/oHpQOGC9MA"
255,466,1237193383061397505,"Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/ufyBVeJnm6

#HighDoseVitaminC #Cure #CoronavirusOutbreak 

US GOV denies Vit C cure"
256,466,1237192322221211652,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/5af2i6v3WR
257,466,1237187214544699392,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/5NB5on50c0
259,466,1237184520211718144,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/4Hmgw5mrNK
260,466,1237179642190192640,"Shanghai Government Officially Recommends Vitamin C for COVID-19 

https://t.co/ZnRQp5ZpGU"
261,466,1237175980705251334,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/r8lJuuVF59
262,466,1237159696819093506,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/J5fIoHuBVm
263,466,1237150131616530432,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/dk6TPKynSX #CoronaVirus #Covid19
264,466,1237146684905455616,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/zAPC3C64H2
265,466,1237128879564865536,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/cEHy6c3yb8
266,466,1237124388597555201,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/OB7kyBqAnB
268,466,1237121805988646914,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/juc4CrlHBL
269,466,1237121679568130054,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/l2d8c0x4Qa
270,466,1237118603893170176,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/LnFcg4Rfgr #COVID19 #VitaminC
273,466,1237113177361522690,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/jlDjIRj1vp
275,466,1237103312895344645,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/zT7CTlpwVA
276,466,1237100621494394880,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/4XJoElmRgC
278,466,1237092799335600129,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/JwGxXmkvHF https://t.co/AtPkul94Gm
279,466,1237090861676191744,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/cacTiVsOGT
280,466,1237083756944592896,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/lbL8jbw2cs
282,466,1237082188639883269,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/A4QYPc2LuX
284,466,1237076362810269696,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/N5IJ9rOgRc
288,466,1237071027777212417,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/QWLrtH7vIm
289,466,1237067488094896128,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/iYwbrhUOt4
292,466,1237065323377025025,"US government/ media still ignoring🤔😥
Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/67WLenRFuo"
294,466,1237061163625648129,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/muAYa3kb0O
