category,text
REAL,As a smoker am I likely to get more severe symptoms if infected?
REAL,As a vaper am I more likely to be infected or to have more severe symptoms if infected?
REAL,What about using smokeless tobacco like chewing tobacco?
REAL,What does WHO recommend for tobacco users?
REAL,What can I do to protect people from the risks associated with smoking smokeless tobacco use and vaping?
REAL,Does nicotine use affect my chances in the context of COVID-19?
REAL,Can COVID-19 be transmitted at the workplace?
REAL,What is the risk of contracting COVID-19 in the workplace?
REAL,How can people assess the risk for exposure to COVID-19 in their workplace and plan for preventive measures?
REAL,Who should carry out the workplace risk assessment?
REAL,What are the key considerations for the workplace risk assessment?
REAL,How should employers decide when to open close or re-open workplaces and/or suspend or downscale work activities?
REAL,What key measures to protect against COVID-19 should be undertaken in ALL workplaces?
REAL,What additional measures should be taken at workplaces and for jobs at medium risk?
REAL,What additional measures should be taken at workplaces and for jobs at high risk?
REAL,What should be taken into consideration when setting a physical distance at the workplace?
REAL,What are the rights duties and responsibilities of employers?
REAL,What are the rights duties and responsibilities of workers?
REAL,How can workplaces plan for the prevention and mitigation of COVID-19?
REAL,Can the return to the workplace be immediate after public measures are lifted?
REAL,Does WHO recommend thermal testing of people entering a workplace?
REAL,Does WHO recommend workers wear masks at the workplace (office or others)? If yes what type of masks?
REAL,Are there any directives on office ventilation and air conditioning use?
REAL,What mental health and psychosocial support should be provided to workers during COVID-19?
REAL,What is dexamethasone and does it work against COVID-19?
REAL,Were all patients in RECOVERY given dexamethasone?
REAL,Does WHO recommend the use of dexamethasone for COVID-19 patients?
REAL,Is dexamethasone on the WHO Essential Medicines List?
REAL,Is dexamethasone prequalified by WHO?
REAL,What dose was used in the Recovery trial?
REAL,What are the typical side effects of dexamethasone?
REAL,How do the doses used in the RECOVERY trial compare with those used normally?
REAL,Can steroids be used in the elderly/children/pregnancy?
REAL,Is dexamethasone available across the world?
REAL,How many API suppliers are there?
REAL,Is dexamethasone affordable/what is the price per treatment?
REAL,Why was the use of hydroxychloroquine stopped in the Solidarity Trial?
REAL,What will happen to the people who were already enrolled in the hydroxychloroquine arm of the trial?
REAL,What is WHOs view of the use of hydroxychloroquine in pre or post-exposure prophylaxis?
REAL,How many malaria-affected countries have reported cases of COVID-19?
REAL,Should core malaria vector control interventions be maintained in view of the rapid global spread of COVID-19?
REAL,Should WHO-recommended preventive therapies be maintained in sub-Saharan Africa?
REAL,Are there any changes to WHO guidance with respect to malaria diagnosis and treatment?
REAL,What additional special measures may be needed in the context of COVID-19?
REAL,What are the key considerations for countries that are working to eliminate malaria or prevent re-establishment of transmission?
REAL,Why is WHO particularly concerned about the spread of COVID-19 in malaria-affected areas?
REAL,Have there been disruptions in the global supply of key malaria-related commodities as a result of the COVID-19 pandemic?
REAL,What is WHOs position on the use of chloroquine and hydroxychloroquine in the context of the COVID-19 response?
REAL,What is WHOs position on the use of Artemisia plant material for the prevention or treatment of malaria and/or COVID-19?
REAL,What is WHO doing to support malaria-affected countries in the context of COVID-19?
REAL,Are people with tuberculosis likely to be at increased risk of COVID-19 infection illness and death?
REAL,Do COVID-19 and tuberculosis spread in the same way?
REAL,What is the potential impact of COVID-19 pandemic on essential tuberculosis services?
REAL,What should health authorities do to provide sustainability of essential tuberculosis services during the COVID-19 pandemic?
REAL,How can health authorities ensure supplies of tuberculosis medicines and diagnostics?
REAL,What services can be leveraged across both diseases?
REAL,What measures should be in place to protect staff working in tuberculosis laboratories and healthcare facilities and community health workers from COVID-19 infection?
REAL,How can we protect people seeking tuberculosis care during the COVID-19 pandemic?
REAL,Can tuberculosis and COVID-19 be tested on the same type of specimen?
REAL,Should all people being evaluated for tuberculosis also be tested for COVID-19 and vice-versa?
REAL,Is tuberculosis treatment different in people who have both TB and COVID-19?
REAL,Does the BCG vaccine protect people from COVID-19?
